A,B
"[-0.05384422546859, -0.62667857328414, -0.31458499660273, 0.21297658822427, 0.42077566818268, -0.10000858592357, 0.51703249232808, 1.30218568060639, -1.55724153953845, -1.45943602662994, 0.02603019307348, 0.7133768854586, -0.33442664330416, 0.11377785686404, -0.66135139158434, 0.43957174684058, 0.19661980505144, -0.17226447178654]",20
"[0.54077103118473, -0.17308847604434, 0.04339257224869, -0.00561496837167, -0.04002480538671, 0.00086388587018, 0.55285062935048, 0.82735830814901, 0.11156453761521, -1.58773262777591, -0.82006599911758, 0.8759178243372, -0.12911072807841, 0.29448817502821, -0.13591057284514, 1.0006018986341, -0.08787653510315, -0.37955204427307]",20
"[-0.71258076554481, -0.86480827776409, 0.4460140340689, 0.2217578931037, -0.19534232353485, 0.25337537555761, -0.42022601156354, 0.82181166825873, -1.91004116139109, -2.32603771241219, -0.21471972679277, 1.25007845446525, -0.18017297475718, 0.36251060913252, 0.77238072550881, 1.10731926190768, -0.24876833376801, -0.98291197610367]",30
"[-0.06102827104344, -0.10979982297015, 0.77592889346763, 0.00430809708933, -0.0308559597727, 0.00049154498194, 0.17489442915025, 0.1020252065708, -2.10302593903281, -1.22876003410557, -0.08544369094015, 0.82745005018436, -1.17219582774527, 0.19538493241337, -0.04804488523569, 0.83842839889228, 0.00601608338374, -0.1025492874191]",48
"[-0.39916601332339, -0.22976538195394, 0.37339557610207, -0.1802707330397, 0.44788393374858, 0.19577843543233, -0.03320811631488, 0.05558076349007, 0.02128781611529, -0.20967817290994, 0.62634840288324, 0.64630900892154, -0.91992339223628, 0.25860524888445, -0.10252131206264, 0.76879387046395, -0.14854708344643, -0.12312937671043]",22
"[-0.18020316033262, -0.61377565454158, -0.27235421285754, 0.22149108937194, -0.35845841773513, 0.47294418932771, -0.23845862512343, 1.94349395778664, -0.41585610961377, -1.1626548111077, 0.02893134057357, 0.14700908857908, 0.07672370130396, -0.15145532992573, 0.03345280257743, 1.39719941575651, -0.30589865318747, -0.71118085437768]",58
"[-0.25965467574223, -0.09242885106476, 0.41726430201652, -0.00623751020189, 0.55660010440895, 0.23471621512257, -0.14521166468209, -0.15376087841933, 0.18896267523459, -0.81272428939545, -0.97903462171554, 0.44503102973933, -0.44361075590578, -0.08528865418159, -0.05778859315, 1.25421337248914, -0.09932356206576, -0.91579227322761]",24
"[-0.21705944984202, -0.52806267395562, 0.29168538024562, -0.31283651556959, -0.16125094309295, -0.0888324698405, -0.21513945342754, -0.40881447717215, -0.41302458200508, -0.52960787157254, -0.32856529081384, -0.26550607401634, 0.20988466408325, -0.43748391027893, -0.17189345528517, 0.22527369006972, -0.65640278902384, 0.2648472336008]",22
"[-0.7074219953903, -0.49640814389161, 0.68762945768927, 0.1645672632148, -0.0333053718493, 0.00447211905859, 0.28290065730909, 0.69861994669054, -0.56601642426012, -1.49116364338572, -0.54044465446158, 1.54075250517827, -0.49628475729004, -0.22465785363875, -0.59481803559359, 1.35281271221051, -0.05694227667225, -0.80332053405998]",34
"[-0.05383921754337, -0.62667668113257, -0.31458940327829, 0.21297980666771, 0.42078172948639, -0.10000971405999, 0.517021009675, 1.3021832274784, -1.55723607863826, -1.45943873351641, 0.02603775618173, 0.71338978480408, -0.33442966689065, 0.11377606211127, -0.66135967192722, 0.43956698348701, 0.19662301469386, -0.17226141989751]",20
"[-0.06102309436494, -0.10979405378491, 0.77593319090585, 0.00430529316763, -0.03085676674553, 0.00048401009402, 0.17489816549554, 0.10204509626102, -2.10302812283976, -1.22876369665582, -0.08544414939326, 0.82745898596793, -1.1721935335108, 0.19538507465589, -0.04802860570764, 0.83842746331828, 0.0060146142285, -0.1025644901402]",48
"[-0.11259430247388, -0.61286723226853, -0.28661294743966, 0.39547397944653, -0.174436210788, 0.36743137475735, -0.01529419994088, 0.56071355888675, 0.23360473671087, -1.94241642027238, -0.97439022870929, 0.59044326450984, 0.09275995375407, -0.0978895632702, 0.01918364743931, 1.40239698309417, -0.29114833342738, -0.70955436058912]",58
"[0.00095543426393, -0.41564004927985, 0.08233921757619, 0.04480690181222, 0.30193194287497, -0.03095834800458, -0.1647292742232, 1.89270958212849, -0.46452149685351, -1.42711529999864, -0.11128681663439, 0.37472218251829, -0.62803238130968, -0.0469154252919, 0.17065168961773, 1.24017316837995, -0.13158370967864, -0.88607309100008]",50
"[0.5779864413254, -0.29677975195359, -0.42983736879471, -0.13479729255503, 0.82417568379617, -0.34332326190332, 0.14008730329995, 0.82797540229143, -1.29584959407245, -1.89258972886562, -0.35864618890802, 0.91359812810517, -0.31588291940633, 0.07260303511063, 0.16420256492414, 1.14240081711727, -0.30295900099265, -0.52688387606199]",40
"[-0.48670612223373, -0.30674046393361, 0.39579961079254, -0.29037016856627, 0.36246982375667, 0.09007189828542, 1.22104014264841, 1.10591948275142, -0.93877228006122, -1.34972952481172, -0.68980547141728, 0.37128044777824, 0.11857009475461, -0.08553788221447, -0.03568651141245, 1.40841399898069, -0.282032361609, -0.70879408985628]",50
"[-0.6441441264848, -0.39425771903646, 0.7839772396545, 0.0555199354749, -0.01147240727124, 0.02574608515028, -0.84374803079428, 0.29344179623529, -0.17563443317712, -1.73456111358251, -0.1922621454036, -0.18656961930154, -0.34155130754504, -0.1475217304292, -0.54939837754954, 1.18967903995998, -0.04453090460732, -0.86859927281047]",6
"[0.02539665031191, -0.22450862038267, 0.52285694108013, -0.01270673906621, 0.06299355006218, -0.00408331036227, 0.08956892211385, 0.16194582692021, -0.44577215689996, -0.84105043647162, -0.81919732869581, 1.9757066101302, -0.00483185689296, -0.01886587130873, -0.02387351916911, -0.08838398731463, -0.15662425313774, -0.39653695547836]",24
"[-0.4534092692409, -0.31181609787487, 0.75818019928543, -0.00441406942779, -0.06258269487452, 0.00113961672509, -0.01901475966429, 0.08449568111393, 0.00236130349346, -0.07596477393126, 0.67449292727431, 0.58757719369139, 0.04732270085326, -0.09652755166791, -0.06675927997144, 0.24395817136772, -0.69612625091579, -0.11604096058311]",54
"[-0.11132903033167, -0.62233781961367, -0.2572701645886, 0.25461385174191, -0.29573895434357, 0.26868548850763, -0.32489375147779, 0.02161253952443, 0.05405676641977, -2.28849247629053, 0.10683705325337, 1.24317038355683, -0.47625006728648, 0.15975540878061, -0.28516102083043, 0.93176680811676, -0.04370850013294, -0.46734680415452]",20
"[-0.14258866301402, -0.47530337105758, 0.19579582119381, 0.11447806660288, 0.21029718740842, 0.02367385185547, 0.34117982800803, 1.4521298149328, -0.82143432842677, -2.06922197748029, -0.46965080335237, 1.39560954296576, -0.4248506615366, -0.03725478720926, -0.33384742009702, 0.63357216685749, 0.22563977618386, -0.25310394934194]",22
"[-0.21652119703823, 0.14678970701895, -0.00455861062942, -0.06552500926048, 0.26410765703994, 0.7158713517987, -0.40450696087133, 0.59867259736268, -0.00088805188442, -2.41409455749933, 0.15290804498638, 1.33220240613368, 0.03330663306677, -0.09346360210062, 0.11541504979194, 0.16680010707695, -0.45416779629061, -0.14287329915134]",38
"[-0.4149765239173, -0.01733464279358, 0.1790703765137, 0.46084345540727, -0.47396062838835, 0.20514593239482, -0.01498026774727, 0.04749044942765, 0.04626429656131, -0.06012471861763, 0.56850545548925, 0.66972180017762, 0.24024162909583, -0.42078579836079, 0.06256506264208, 1.23212884838592, -0.06221534454983, -0.5428997402977]",62
"[-0.88643543156062, -0.73938982994471, 0.41839726110064, -0.12756891524134, -0.27114385367646, 0.56797875175597, -0.3861015015867, 0.79523550298253, -1.93169826903169, -2.32355796538173, -0.20918463270229, 1.24883145580567, 0.13910482646235, 0.20826109751852, 0.64980813171127, 1.48591453840742, -0.22701224165767, -0.73470353487496]",30
"[-0.12053452180596, -0.48217352151649, 0.06643313784158, -0.04213481596036, -0.33860387416081, 0.07684152046217, 0.2979774327508, 1.42206311715836, -0.4664352018631, -1.45443584677655, -0.76189938682926, 0.72979728498647, -0.50597626768372, -0.46402549710044, -0.3970541940107, 1.26479556092727, -0.29926177508045, -0.75869099575821]",24
"[-0.28467384619677, -0.69952888773932, -0.07787431894396, 0.00597861705466, 0.28084606811503, 0.07150862185161, 0.38197516874235, 1.63284813319033, -0.14224230389712, -1.03242706426932, -0.79486167068586, 0.4148872774897, -0.36591220354335, -0.23514169757591, -0.13199025626193, 0.6358323567102, 0.24196028038734, -0.24150050856903]",26
"[0.08606552233591, -0.46886310235011, -0.10182412716752, 0.08161745045248, -0.05832357438528, 0.01386304458856, -0.2952163524799, 0.25202268851788, 0.00229364838295, -2.36620196457279, 0.06419941977053, 1.28073761070971, -0.05720003487185, 0.04279688749179, -0.04573597358698, 0.52167468758632, -0.18271017538402, -1.12863608179066]",22
"[-0.93911424865184, -0.67710465931591, 0.38477474385671, -0.23059225483726, 0.12587948910294, 0.18781828404902, 1.15930744615513, 0.544616369214, -1.85775413515899, -1.34711378142173, -0.38796556360199, 0.40707343961445, -0.26565617096529, 0.29022781542418, 0.77600292504139, 1.09838101330048, -0.33000234780474, -0.94187428283971]",42
"[0.36456994996709, -0.38988653561078, -0.27702942681372, 0.06403696382689, -0.17958635470027, 0.01106261015961, 0.26129268666293, 0.86193568355471, 0.12979232617521, -1.20274883462629, -1.04565532473601, 0.76457126551642, -0.08009630143239, 0.18459857016568, 0.37881425275744, 1.33510530909908, -0.13044736321595, -0.88499964270331]",36
"[-0.26738990181801, -0.42137763111364, 0.38080586641127, -0.32980162812271, 0.10977850808458, -0.02334688472278, -0.74306147367634, 1.45073730109317, -0.69538159152051, -0.60206074510801, 0.78415898067139, 0.26117526770807, 0.05565956175109, -0.11413946001151, -0.22322133700132, 0.31259266017174, 0.50536764097432, 0.05633732813849]",56
"[-0.14258537800732, -0.47530181694821, 0.19579539551665, 0.11447830772546, 0.21029911572842, 0.0236697120792, 0.3411812001618, 1.45213341821059, -0.8214268404381, -2.06922565394672, -0.46965332341386, 1.39560829438205, -0.42485436025362, -0.03725618947352, -0.33385384384146, 0.63356786615681, 0.22564315139559, -0.2531028742937]",22
"[-0.60097409332286, -0.56019755560978, 0.52969613713514, 0.32049296453884, 0.08491711371436, -0.04115570446829, -0.9180103760843, 0.04099592886505, 0.01980675589841, -2.12544163062447, -0.3930964293029, 1.16420907754932, 0.09161222098699, 0.01036307917774, -0.05047591924768, 1.05924667013845, -0.79719945692566, -0.6120910523331]",58
"[-0.81107254365243, -0.67599173440971, 0.39740772613541, 0.07713080198122, 0.07781790665639, 0.01146666297201, 0.42678068094843, 0.72110252025264, -0.40289295473443, -1.65802913479404, -0.83341173488043, 1.4771101333441, -0.43500207272562, -0.07916535020034, -0.39409631387985, 1.22066691626261, -0.08894775155292, -0.8690277732793]",30
"[-0.00240065404549, -0.44521537230166, 0.00129842781468, -0.03813543340951, -0.39808741212934, -0.03143089179402, 0.39108685287798, 1.47445783613861, -0.22149600273747, -1.53660918060587, -0.8459526116787, 0.74132104640786, -0.25376675295002, -0.10333509069907, -0.38195735540715, 1.05015124019928, 0.09008470375967, -0.45072867224565]",26
"[0.46094849789595, 0.37492832916879, -0.16759275290609, 0.06965565285085, 0.02519322289107, -0.27243176625606, -0.28152647726568, -0.63246777652182, 0.93466969311865, 0.95133408274856, -0.07679961089594, -0.59283040888022, -0.01939216381782, -0.15997070168448, -0.35519060431529, -0.63707328130206, 0.1146150634128, 0.43153236158947]",40
"[0.15169576788464, -0.19545673901233, 0.31764084982731, 0.29402911775132, -0.36416914390277, -0.10645285186629, 0.30896372724864, 1.33040174292259, -1.53107249073922, -2.01325946333363, -0.0221757654236, 1.38318471285445, -0.4862772213438, 0.34029802614618, 0.34984074646317, 0.47281622823872, -0.3924470318669, -0.70310697191175]",30
"[0.13304422461743, -0.37351885573035, 0.01233629351264, 0.09306331538066, -0.10854759911963, 0.01588510202871, 0.00304703103714, 0.10827773982022, -0.5712957690081, 0.11297535902504, 0.44201970624936, 0.74118494709876, -0.13174475575532, -0.2527942812776, -0.50428091179381, 0.55399722876301, -0.46692458218515, -0.94149692811248]",26
"[1.13049021905725, 0.78601510176106, -0.39113191322813, 0.01560593536181, 0.1572328727475, -1.28665968020458, 0.63269645184124, -1.24042590452703, 2.84328231536131, 3.45010320905271, 0.30440186829666, -1.88984188450646, -0.2681904488244, -0.62616813113549, -1.16490425525783, -2.29321885301185, 0.45270305181919, 1.15526341961551]",14
"[-0.86999973309602, -0.73202147474091, 0.33689718161951, -0.02539358758487, -0.03982230049088, 0.79687520343255, -0.4258603116863, 0.82832610792435, -1.90872014381837, -2.32401896657258, -0.21609270442097, 1.24931499619867, 0.16688877628024, 0.39562376002037, 0.73967431314714, 1.41617679121689, -0.28072018982735, -0.70878981696096]",14
"[0.02539410743246, -0.22451318968418, 0.52285643905285, -0.01270989030855, 0.06300519449729, -0.00408400852131, 0.08956859143863, 0.16194583219201, -0.44577754554555, -0.84104803267156, -0.81919501928819, 1.97570621433659, -0.00483145393664, -0.01886464312591, -0.02388054307905, -0.08837990686873, -0.15662375138733, -0.39653763375671]",24
"[0.25487233719167, -0.34679703217491, 0.08633621994687, -0.09735999646738, -0.38257816895729, -0.31095072090238, 0.304612459795, 1.42195614420211, -1.22626597780892, -2.0488827723927, -0.03788603462587, 1.15273210277789, -0.24252645465047, -0.0114555971102, 0.41881681870875, 1.28124910135795, -0.38774906688586, -0.72065752494615]",38
"[-0.37233733356937, -0.37488795504528, 0.61597385962844, 0.12866038977416, -0.11392234008325, 0.06638961027154, -0.23495149355052, 1.57725555362711, -0.49475625793038, -0.92414078400601, 0.72486650512424, -0.22642147379587, -0.49765851542244, 0.36494137680649, 0.48556743433841, 1.25630790386577, -0.09381774245262, -0.7335716742778]",44
"[0.18709919781272, 0.15345182467009, -0.05037974978063, 0.02923898566512, 0.04740465273636, -0.21336203609481, -0.13050668343528, -0.09214133287757, 0.55516233660821, 0.24825890011793, -0.07278565978378, -0.24023690115161, 0.0656904270205, -0.12489270425334, -0.22319588682104, -0.1976207287414, 0.12206932714924, 0.14685153335619]",36
"[-0.24163065955691, -0.49335674781927, -0.25059098530211, 0.03818222196845, 0.03464535269923, 0.7967587511519, -0.04237035969322, 0.23695843275181, -0.15094317065884, -0.09579256303162, 0.98657717168738, 0.65724005582191, 0.04582227249094, -0.02353745385138, 4.984369155e-5, 1.39015678287485, -0.2818314173342, -0.70813180998794]",48
"[0.25487895408305, -0.34679553375921, 0.08633494019682, -0.0973601580383, -0.38257755181551, -0.31095695945497, 0.30461646206221, 1.42196189058994, -1.22625953567704, -2.0488770956228, -0.03788632577248, 1.15272625352933, -0.24252944124993, -0.01146235516489, 0.41881386955317, 1.281245889092, -0.38774602103965, -0.72065489463603]",38
"[-0.79381979962694, -0.65394266348924, 0.21475234191629, -0.12222833786307, -0.2025140310947, 0.90026119543522, 0.55406937490137, 0.40034718048634, -2.34712906032249, -1.04987769465958, 0.31588130048192, 1.0211725094359, -0.23693739206362, 0.55616462391111, 0.96224352294167, 0.8250727822544, -0.52088811903954, -0.62396702269158]",42
"[0.00094780020302, -0.41564533028024, 0.08234087143158, 0.0448064451557, 0.30192848001485, -0.03095213916655, -0.16472711234301, 1.89270789202233, -0.46452968283412, -1.42712026001641, -0.11128285755325, 0.37473772131269, -0.62803068442817, -0.04690890500488, 0.17065505436522, 1.24017633834246, -0.13158307205215, -0.8860766635834]",50
"[-0.03072332084623, -0.41892355125812, 0.23095722089656, 0.46423818430442, 0.54549045157893, -0.22984972719226, -0.17162199335549, 1.53800805530186, -0.64044520837538, -0.84611638202116, 0.47585486336201, -0.07261941240225, -0.48045548833235, 0.28854210367084, 0.48970305533239, 1.24038532689224, -0.12930984671906, -0.7854757250566]",44
"[-0.95953614241773, -0.75126220538111, 0.33978120604752, -0.16521615739226, -0.06715950165936, 0.5790541338833, 0.54972796217025, 1.24357006305897, -1.82272018225699, -1.86551669038379, 0.14819796716293, 1.16497466877351, 0.0850019927912, 0.34710355535846, 0.77570176761649, 1.29106043269669, -0.26154207745452, -0.89311168489526]",36
"[0.07483220542706, -0.37898441065676, 0.03948734856459, 0.01278924853757, -0.23997836468742, -0.01858394149797, -0.22907790283361, 0.92870609333048, -1.41328433709711, -1.74165192914102, 0.06044677309465, 1.06869119218764, 0.40020262862444, -0.14537675546492, -0.75013743289525, 0.23461545856807, -0.7133923665095, 0.45823021559793]",36
"[-0.18020541056439, -0.61377587946418, -0.27235186953108, 0.22149111619708, -0.35845835918499, 0.47294565161053, -0.23847234080108, 1.94349237681885, -0.41585644171943, -1.16265871969927, 0.02892253374277, 0.14701742480775, 0.07672440375443, -0.15145239110259, 0.03345686007168, 1.39720190730697, -0.3058980853278, -0.71118194979614]",58
"[0.33103981499817, 0.09512364541583, 0.63049736288178, 0.3895836075001, 0.03222005019001, 0.09910087799952, -0.63344984786166, -0.01199261093699, 0.07741979111683, -1.52534177365675, -0.61112670519899, -0.21195336252793, 0.43883854597393, 0.07396375144652, 0.15060992460148, 1.18614493220369, 0.06180262717153, -0.32418727736598]",12
"[-0.22076315694752, -0.53787059435576, 0.35396589605545, 0.46455533285949, 0.1030337272476, -0.15304730652952, 0.15957000392923, 0.31240370147908, -2.07723919099381, -1.0604443304152, -0.15407974190057, 1.7860929908224, 0.0378730584326, 0.49847083133693, 0.63002120061973, 0.54127567810977, 0.08310245488081, -1.08941053867218]",42
"[-0.53601196895137, -0.48451996587121, 0.47686953467651, 0.06008854013402, 0.16833796858634, 0.16176039269469, 0.44458389957226, 1.31694546333276, -1.50284429249665, -1.3212874290298, 0.09843632970611, 0.60256644946503, -0.30329470875239, 0.076923677305, -0.91763020014863, 0.16432740678388, 0.19619886973492, 0.01541305951386]",26
"[-0.23743795748876, -0.5909058905516, -0.33250311458705, -0.12070013544853, 0.17529331578365, 0.73879660003371, -0.34365155091135, 0.58297819350393, -0.11423493872899, -2.44221574022289, 0.08615954660104, 1.31534201272366, 0.14223262911657, -0.29173949053545, 0.07822231836532, 0.36990528822541, -0.61416005035894, 0.04921906817032]",58
"[-0.67685843236805, -0.52462933554434, 0.39095172559422, 0.15023942484143, -0.25783422001938, 0.14210989413452, 0.28483949187189, 1.62094418669021, -0.01051390181659, -1.02789296389763, -0.88641679743112, 0.4495937905328, -0.32864018759129, -0.21345546068939, -0.09805984953511, 0.6999228931971, 0.22539378883598, -0.27875362546768]",34
"[-0.41733315344713, -0.39104295079559, 0.6028563558557, -0.27802926046255, 0.14660408137321, -0.01725031794177, -0.04405351537682, 0.28206745503404, -0.1100539659864, 0.05666019786483, 0.83767762172569, 0.37506567290574, 0.1209947283498, -0.00556955255524, 0.01153539477976, 1.2437748399069, -0.23177937684633, -0.67672586021425]",48
"[-0.05383171695061, -0.62667360266963, -0.3145935928491, 0.21297950114879, 0.42078257589393, -0.10001654264797, 0.51701973768033, 1.30218022517621, -1.55722857407632, -1.45943278177162, 0.02603989047988, 0.71338145175903, -0.33443033122638, 0.11377333973257, -0.66137263727658, 0.43955917280746, 0.19662343263469, -0.17225566265098]",20
"[-0.37923750852802, -0.11964930019652, 1.05467271666698, -0.10031856536432, -0.22981626067104, 0.01615765739199, 0.12106891296356, 1.60447123378843, -1.03759656692336, -2.12080238518435, 0.29255650817856, 0.85096472308218, -0.22986859890953, -0.22307338398773, 0.24285043481671, 1.14971239482522, -0.27775520994801, -0.49282833897907]",40
"[-0.30138592006626, -0.2562551370406, 0.67766976704379, -0.06747611670907, -0.27995744803964, 0.0131500424926, 0.52673704858934, 0.16955215432167, -0.57671285679769, -1.74589922767127, -0.92942867734236, 1.71428768227151, -0.11612512829329, 0.2584843185905, 0.73057767539182, 0.6290245763265, -0.3622689807395, -1.08102819204116]",34
"[-0.36420484653784, -0.11795361943344, 0.53854505000363, -0.11306547437917, 0.6591515346964, 0.22940285639465, 1.11767175237868, 1.12755522703555, -0.93436126311481, -1.41701444548244, -0.6613477195955, 0.44666360983611, 0.12144234088913, -0.06549076363661, 0.0011401991967, 1.40999688381549, -0.28203630001408, -0.7090169140353]",44
"[-0.25253947065687, -0.59481658608419, -0.34477159887459, 0.01544054799074, -0.11328973281468, 0.78871649224326, 0.00882824967949, -0.05835505482518, 0.1772556984108, 0.11386107595235, 0.09397798917384, 0.95885761314305, 0.09067174892953, -0.04767716543065, 0.00244702843852, 1.03729490898393, -0.18699452455707, -0.64160109310801]",16
"[-0.07491656605796, -0.41177353105588, -0.01284651094255, -0.06966083104203, 0.53988957668533, 0.22561348326313, -0.4405215830221, 1.8874699360883, -0.43622037473335, -0.8113370478532, -0.02752689772539, 0.11798516499315, 0.00212950989364, -0.01437424608387, -0.05038188052535, 0.09592402946342, 0.33757862433436, -0.3846614392286]",66
"[0.19627242170304, 0.02371126582068, 0.77624179343749, -0.09577186462936, -0.17839299010497, 0.01448114356599, 0.10502316517947, 1.65584673014163, -0.75174307452728, -2.04046417638618, 0.09411679891567, 0.88275909901162, 0.00845174024562, -0.49017803826981, 0.23741312238201, 0.57268448554735, -0.14785150132695, -0.08335903170857]",14
"[-0.11259260419448, -0.61286409191386, -0.28661778131409, 0.39546087141137, -0.17444066753533, 0.36743726796268, -0.01531917911756, 0.56069614441714, 0.23359821854353, -1.94242066391032, -0.9743766260637, 0.59045077073436, 0.09276211451353, -0.09787515946389, 0.01920582485506, 1.40239375388198, -0.29114718707033, -0.7095530897418]",58
"[-0.22623593504168, -0.57301053539083, -0.29286523935988, 0.05824619032315, -0.36555834548875, 0.68594278907962, -0.05329988161161, 0.31309053122085, -0.15884068255115, 0.04086158904434, 0.82028352604719, 0.39276728974982, 0.02850800641862, 0.02908373524007, -0.01303735235244, 0.21646568732431, 0.37216219160049, -0.30392058647736]",44
"[-0.44398291926431, -0.65397281027426, 0.26678006537318, -0.39998957178862, -0.2026276392593, -0.08592408842507, -0.01499529229274, 0.09184223828213, -0.03135729667992, -0.02762005671998, 0.63384278037614, 0.6742789986854, 0.17250188964299, -0.4966585218648, 0.21332861821045, 0.22433123554713, -0.42318855323372, -0.07555613247364]",68
"[-0.11258920321011, -0.61286200678197, -0.28662101420988, 0.39546232237052, -0.17444148917114, 0.36743286220209, -0.01531418488141, 0.56069840329612, 0.23359840485106, -1.94241700588327, -0.97437431544497, 0.59044792804791, 0.09276227642508, -0.09787192079052, 0.0192106068631, 1.40239055343758, -0.29114728229207, -0.70955080419289]",58
"[-0.44397550833116, -0.65398688896817, 0.26674090143269, -0.39999667754847, -0.20264161352465, -0.0859282182724, -0.01499535710404, 0.09185360536246, -0.03137496054803, -0.02760755707201, 0.63384279655274, 0.67427758527013, 0.17250327395084, -0.49666124018831, 0.21332753253524, 0.22433736685682, -0.42318595155324, -0.07555930057832]",52
"[0.05624899192773, -0.42901023670353, 0.12869514984314, 0.16664194240359, 0.28448816800035, -0.15810195426543, 0.47152281758761, 1.36119191295384, -1.03262702021826, -1.18055466167946, 0.0216896200304, 0.36696863691628, -0.53719007643472, -0.12883621586506, -0.74200067535456, 0.42310554264076, 0.29582494726745, -0.07746726613443]",18
"[-0.33948415437358, -0.22232572337343, 0.23933501211405, -0.43389180959019, 0.31757049453999, 0.05641413441274, -0.01503034388322, 0.02828345258583, 0.09667892316082, -0.10115438917413, 0.66616625251385, 0.61581342817239, -0.61662554381272, 0.16341678497123, -0.0756280701624, 0.95279320470281, -0.16422636565719, -0.36106043072519]",18
"[-0.25965579373067, -0.09242893332368, 0.41726105647312, -0.00623874431273, 0.55660051072806, 0.23471476015901, -0.14520909898324, -0.15375389609489, 0.18894233039124, -0.81272743249177, -0.97902927665679, 0.44503645106723, -0.44361095848389, -0.08528440778926, -0.05778041061545, 1.25421387445869, -0.09932432819766, -0.91578968313369]",24
"[-0.12735882267812, -0.16034756927883, 0.74023097413849, 0.01165805831369, -0.01347707072803, -0.00011275443715, 0.63174079980644, 1.02695787067933, -2.02775841901663, -1.54281610852522, 0.26680239302913, 1.17577638398457, -0.52207513650586, 0.25829948026805, 0.75544522769132, 0.95274368003128, -0.4628047411109, -0.62843264420961]",46
"[-0.23187684524968, -0.59634707159027, -0.32502332328541, 0.14282798690045, -0.22966433881494, 0.70963177807115, 0.00685771171879, 0.07785726994739, 0.02213100015447, 0.15244560225051, 0.53900918297354, 0.55520426421394, 0.08146499384121, -0.15533356761003, 0.03822213983806, 1.11954045480867, -0.03999593443815, -0.59130209474087]",42
"[-0.28467541483476, -0.69952930322515, -0.07787028014992, 0.00597918658056, 0.28083949282449, 0.07150791084394, 0.38197798671705, 1.63284225122206, -0.14223718456908, -1.03242150480411, -0.79485998914252, 0.41488317280474, -0.36590987528881, -0.23514309221307, -0.13199174477744, 0.63583472897281, 0.24195526322386, -0.24148948387365]",26
"[0.08606590544388, -0.46886154789148, -0.10182458627987, 0.08161755870796, -0.05832541839949, 0.0138623777199, -0.29521623043551, 0.25202335201601, 0.00229343992974, -2.36619954724505, 0.0641994983847, 1.28073601093144, -0.05720074020788, 0.04279897437602, -0.04573070280969, 0.52167636937692, -0.18271035162674, -1.12863337173554]",22
"[0.54077438968643, -0.1730866528509, 0.0433916664051, -0.00561521405462, -0.0400250230683, 0.00086452916409, 0.55284983870768, 0.82735910229318, 0.11156642647789, -1.58772978291239, -0.82006342850472, 0.87591190120749, -0.12910939424897, 0.29448688723331, -0.1359112551367, 1.00060233301626, -0.08787843943222, -0.37954802521985]",20
"[0.05623442405444, -0.42900767510265, 0.12869864824197, 0.16663158574919, 0.28448325142828, -0.15808484320257, 0.47151540598785, 1.36117980627275, -1.03262970106343, -1.1805655085815, 0.02168614625348, 0.36697906093301, -0.53717887700827, -0.12883265104196, -0.7419787464886, 0.42310931001128, 0.29582199965806, -0.07748411002075]",18
"[-0.82203714424566, -0.51858261451375, 0.35997165680957, 0.05622597408502, -0.51623363578093, 0.17508032261603, -0.69398701048416, -0.38049745100528, -1.11557712029792, -2.38293203847149, 0.12543073384256, 1.29545042638553, 0.16544928693714, 0.33838183543403, 0.75425145212433, 1.42458041842869, -0.2766239558207, -0.71025394988305]",34
"[-0.23188037737687, -0.59634707872649, -0.3250214320319, 0.14282802517363, -0.2296638997358, 0.70963165038625, 0.00685699661748, 0.07785057115919, 0.02213849969333, 0.15243475413937, 0.53900753179691, 0.55520655073786, 0.08146640699392, -0.15533031163316, 0.03822378545223, 1.11953934029285, -0.03999452497133, -0.59130140708149]",42
"[-0.20829111188923, -0.63880446264911, -0.30073450364002, 0.27231814120689, -0.2720967990922, 0.54000992253474, 0.06693084043765, -0.26340618521881, -0.25327042949948, -1.6762474305162, -0.98939548862808, 1.5254169897436, -0.00193963616005, 0.00437067548094, -0.00206594860084, -0.06055378255296, 0.06607807073397, -0.46969765097233]",52
"[-0.06101436878372, -0.1097871086414, 0.77594132693992, 0.00430028072732, -0.03086168525922, 0.00048411718778, 0.17490347026412, 0.10204505211283, -2.10302018784399, -1.22876026995, -0.08544464610111, 0.82745804759805, -1.17219728459636, 0.19538584112147, -0.04804379542287, 0.83843205157491, 0.00602222645576, -0.10256085130308]",48
"[0.08606448291874, -0.46886427431298, -0.10182350656626, 0.08161559137652, -0.05832372680465, 0.01386325274276, -0.29521685597161, 0.25202394285528, 0.00228988706894, -2.36620440476296, 0.0641988565644, 1.28073819570355, -0.05720073713126, 0.0428005980894, -0.04572828637838, 0.52167827980509, -0.18271089378082, -1.12863840876012]",22
"[0.19627251950372, 0.02371133033349, 0.77624181679172, -0.09577179941229, -0.17839301919728, 0.01448111855112, 0.10502324206989, 1.65584671954753, -0.7517430237916, -2.04046408659848, 0.09411680562546, 0.88275903661298, 0.00845175190002, -0.49017810537549, 0.237413023991, 0.57268444808857, -0.14785156937314, -0.08335901152175]",14
"[0.5538929230481, -0.27056137785962, -0.23349801190834, 0.10405534216511, -0.16962738704802, 0.01105059024725, -0.03540236914023, 1.24020720704365, -1.32716109754601, -2.25213975856139, -0.14391996037018, 1.06860370800895, -0.24691385908829, 0.14538063526741, 0.10048824126663, 1.20364697484326, -0.18417819295352, -0.81509724482882]",32
