A,B
"[-1.538899027875941, 2.695923310998603, -0.09580752133080636, -1.0737392829439008, -0.47705659395468103, -0.7679346047258571, -1.1046836321346987, 0.21658295301523983, -0.7935803427646159, -0.29255824196690466, 0.21531411360932587, -0.15815803388996183, -0.9146121775760103, -0.09845903046415042, 1.350461146023934, 0.3824523315206514, 1.3126012480468154, -0.37377164575844957]",0
"[-0.34606830786150466, 0.6330979259108134, -0.15412660196989808, -0.34921413108179533, -0.8625615693985613, 1.9090925934364864, -0.42747054170955384, -0.4088779668755508, 2.109815768313259, -1.0846757079235696, -0.1545189595418664, 0.3442266965122517, 0.8289614166514255, -1.0380299335418517, 1.9002342297047563, -1.6078144242118946, -1.0145633821082018, -0.07487923334988855]",24
"[-0.5998198173170038, -0.7360771548215089, -0.7133754279383122, -2.5252920392370712, 0.2618765346012372, -0.20544949057304485, -0.7074776190470861, 0.3601433484444047, -1.5767607573359044, -0.3288850130006099, 0.7452919138892096, 0.062147666886905636, -0.019993882059998105, 0.48073194349772497, -1.2166183820989165, -0.7453646715516483, -1.088674353592321, -1.4205832565374612]",6
"[-0.3717174552133207, -0.07307812862456102, -0.6582004661776233, 0.4629279717047323, -0.4727782400034542, -1.807515852741962, -0.8860545667522416, 1.4946195815908985, -0.3575676338800139, 0.6410118781255557, 1.5280484673398065, 0.5984724918892088, -0.8107285334797789, -0.538431225954448, 0.4817954843567617, 1.074467831838347, -0.14081957579441723, -0.8685164362520688]",0
"[0.22773873247212853, 0.540859411895594, -1.0965901286011028, 0.16643308467207882, -1.4158292182606664, -2.303850725166355, -0.0006965620894327101, 1.1544701173695109, 0.488436770034123, -1.2212215100711055, 0.17145548189339624, -0.3270090422943309, -0.8473098255829, 2.0021051679176676, 0.5726611384995728, 0.6896927614638542, -0.5708314859250382, -0.6312716400124648]",32
"[-0.15248838366224654, -0.49086151123058425, -0.6483152498775159, -2.0475039035946883, -0.39960680528530634, -0.7323755431117313, -0.13301517318344344, 0.08651849475334306, -1.2156739752659211, -0.45450753445779046, 0.7578364116260369, 0.5838761122372645, 1.169166675565429, 1.1791369295364813, -0.9040795412851581, -0.0011714999558303581, 0.3841186754894943, 0.6406644404915501]",24
"[-1.1062092551452218, 0.9524432335119586, -1.8298232484662817, 0.7252534542672939, -0.7141839927913156, -0.12331869408386592, -0.955826058371189, -0.04014001895058519, 0.33533911949208217, -0.9106312846756202, -0.2799507378558769, -0.8536222091909299, -0.3978371371466467, 1.4229819228211278, -0.07284415503738244, 1.1421189565031618, -0.16448639958525105, -0.5900235591399455]",12
"[0.3060094022204109, -0.538421751444031, 0.0879454544639403, 1.2827134942258251, 1.524726718347591, 0.8471367138953154, 0.5535383308989881, -0.6325031497755649, -0.7743167594027337, 2.4508874122445894, 0.48401321434764816, -0.23182662497910778, -0.9277218090267203, -0.29431384928596177, 0.36097971513147825, -0.3265236814345111, -0.28803699508938196, 0.7116186182661203]",30
"[-0.4587454044573274, -0.3285189963360204, 0.6323319500688808, -1.2733393634792942, -1.6008331028469134, -0.8173237149272776, 0.20297367175202163, -0.7840152777793221, -0.4894192987974271, 0.28133986700464897, 0.4584561486367156, -0.2752825648781359, -0.1536330015690083, 0.40214877004542005, 1.8902804055457072, -0.5300304531179592, 2.6398143797077838, -0.7460259430810775]",34
"[0.6226783320787768, -0.20534813635205101, 0.22746848170226677, 1.991350831422258, -0.34800066839260263, -0.22624816852714755, -0.26347314325237936, -0.6924283685327225, 0.971916430360548, 0.47106318092245003, 2.3273819149475736, 0.22230581007608055, -0.3401696243062662, 0.8901303880807995, -1.4031031137305248, -0.06712846927010639, -1.6213083832167943, -1.3760061790878073]",0
"[-0.32639995266671457, -0.5096192213344775, -1.2949125893485656, -1.1361063623317251, 0.8838749907198222, -1.057071349753103, -0.8815083479492973, 1.004325569857381, 0.2481147216165635, 0.4511225727868293, 1.7387389067735877, 0.773618743374216, 0.1067739536994121, 1.6665267963641575, 0.7513567135040102, -0.7067921285167196, -1.9105460586860563, 0.47066994188345895]",26
"[1.8900627361611049, -0.5165212845547564, 0.019004164697054227, 0.2208420087812069, -0.31009604102530924, -0.6364830772028504, -0.44254979340353484, 0.08356831413228864, -2.4205960555984047, 1.5476688894745052, 0.6605378234164038, 0.0602624836686903, 0.17844476260987582, 0.3713382833217803, 1.653293581182405, -1.8473282535856845, -0.09100548474854227, 1.9668741441687616]",10
"[-1.442543585978752, 0.8397860671957162, -0.03474803303892838, -0.18660746662017583, -0.37110536599617555, -0.9694684082904158, 0.825872308747795, -0.10819281129521256, 1.1881878093849336, 1.035124163662823, -0.14278677885754404, -1.0463771396283543, -0.060339186120400866, 0.07642555685270493, 1.21374544526284, -0.9929486224109143, 1.322556621099233, 0.7450255238780095]",12
"[-1.3948104930769882, 0.4976616558980142, -0.3887220896627892, 1.0895146564930234, 0.7167052435237199, 0.602720178980708, -0.007791267357005632, 1.0315370633040262, -0.8935534408594238, -0.4826497148352841, -0.9486270302801856, -1.1983126219256863, -1.136026759891694, -0.614530976621718, -0.477241906768409, 0.6545350631704003, 1.7756078593257156, -0.4713202833912284]",8
"[-1.1818799572873873, 0.42676584567197906, 0.929867001959941, 1.4437553167480086, -0.646047190920916, -0.6162254784286618, 0.46230178931265326, -1.0185489536797063, 0.8737062545888298, 0.7439924729602558, -0.38903140720586027, 0.3189450369971193, -1.7066373154996068, 0.3287640298946253, -0.06397193840989535, -0.5037068705148643, -0.4197279971854391, 0.8019602217099877]",20
"[-2.213014010010129, -1.1962311091154951, -0.7174825764436479, 0.10192744417281166, 1.334920922995442, -0.9516270705548789, 1.0186895887530556, -2.3406711123322292, 0.654715452440501, 1.2706191799495696, -0.5815945621890137, 2.255459610514826, 0.11904964673612775, -0.0721257976532705, -0.6745385330869286, -1.9032380404916935, -0.6475432681870656, -0.49626519549101084]",0
"[-1.6534878081334454, 0.9490391567996258, 0.07435159777242364, -2.196989118928137, 0.42762552128781117, -0.17208799067460812, 2.619599138500481, 0.12188691552220998, -0.34372708420811765, 0.39093344608786534, -0.2985859123861255, -0.39680172693717125, 1.5419475988595013, -1.3920190084183361, 0.41056542362046966, -0.6148738366783126, 1.4368312413765705, 0.6685066721826431]",26
"[0.5041520347445876, 1.0726016580361886, -1.216168344216182, -0.89600949158534, 0.192096527507107, -1.110495257455828, -1.3292793959595133, -0.42765949973743833, 1.3052318057496894, -0.11153002090192193, 0.5489293541423494, 0.46740120117231443, 1.2422054447324242, -0.2326629712235562, 0.08812666001312851, 0.6200590754536196, 0.12124372306585453, -0.6096759202640708]",30
"[-0.9463792182698939, -0.28095239771724684, 0.5716748609725326, -0.08272759250428693, 0.1516444829137407, 0.23323928700839874, 0.5475329317995867, -0.7285849036223816, -2.074719602609677, 1.0756216943344852, -0.45226464487851076, -1.108843572441562, -1.256951488216807, 0.27196015518022676, 1.0244361587225856, -0.9476543423343783, -1.665919110316601, 0.08105150989963117]",26
"[1.4540538163970258, 0.6901022265700453, -0.0020821660352673796, -0.18818170821690056, -1.1354708668201952, 0.47621369471857083, -0.7717220701222951, 0.49560393853864015, -1.3806627710580701, 0.9536637984282386, 0.5305292885805453, -1.1953334812493768, 0.16542738186202843, 0.8506054686258827, 0.9973232989371095, 1.9199325636173536, 0.41724706554462787, -0.5256892467938078]",0
"[1.1019768463367299, -0.3558315621973687, -0.011505300887741612, 0.5386621375286929, 2.416992710724819, -0.6950292016299652, 0.16567274780139976, -0.35427494403288284, 0.7075553198921264, -1.4453895139308852, -0.12266682763168142, -1.1234914967358294, 0.014459481916008605, -0.29554755385974973, 0.19095329752587756, -0.17904035203212532, -0.51982729949981, -0.669150323781571]",22
"[0.34346980072279126, 0.9428250315382588, 0.04452966880086014, 1.2380183434734595, -0.2870615046511332, -1.3506834545767885, 0.8762517336258473, -0.29588802682225473, -1.2985854131644674, 0.2893529368931926, -1.3449686683949036, 2.0272591567368803, 2.0083365579462975, 0.30525730234833875, -0.36008556609288356, -0.7025509756664884, -0.03287762726215074, 0.028011050004033266]",20
"[-0.5932888305428656, -0.28982500265764405, -1.053784121110972, -1.058944896111598, -0.7604417438146823, 0.37288336886067286, 1.2244362336316725, 0.945795472275552, -0.624388006255573, -0.3555510506374737, -0.071261066197898, -0.5289677208266909, -1.103606303134051, -0.6515607899231484, -2.7725900623254534, 0.3717518027718016, 1.5247072255827907, 1.4876300497316972]",12
"[1.9410141604482818, -2.1700213104026065, -0.3048033425297072, 1.7632653826605742, -0.6091978659322209, -0.2733788286558455, 1.5393402976952477, 0.6455205736016861, -0.30635829983621166, 1.8500577098870705, 1.3281104076020807, -1.7968073726707787, 1.3532892159267833, 0.405371495965717, 0.19379941242455195, 2.575875654823852, 2.303459160099514, 0.12431706087323541]",26
"[-0.12005558756398801, 2.3418954929334217, 0.8938036161913898, -0.4932691596601998, -1.055089195340382, 1.9670275443498033, 0.4951793688841048, 0.8385913684227408, -0.420396191184905, 0.8039683394748351, 0.965590813766688, -1.1871185485027282, 0.9630923842952308, 0.4280979793359744, 1.0267619988704637, -1.056685711068962, 0.2630437556094158, -0.07583159428676296]",16
"[0.09158260897068263, 0.1628940504832163, -0.3340682465956925, -0.6057886843200231, -0.9097971510412033, 1.4269511455074169, -2.0894575799740287, -0.2509672861781651, -1.435811689510827, 0.24884801695095135, 1.1749461194113993, -0.34687874745403996, -0.14485435521668158, 0.8324417134643202, -0.7985703802952419, 0.1840240647384988, 0.8627743369568983, 0.45258968400752997]",0
"[-1.0339146770812757, 0.006426496622283313, -0.5410146024109278, 1.444147194154026, 1.4188341330594458, -0.5519587126271721, -0.3342771222628566, 0.4936084429107622, -0.0612249701283578, 0.8464306570690331, -0.29780911900984214, -0.3938229231568394, 0.42124004091105205, -1.2714651162356239, 0.29676045499879666, 0.9908518325938825, 0.7751477337800604, -0.15954401844795119]",16
"[1.2104525689437546, 0.5451017574418094, -1.299763797167199, -0.9595766947724564, 0.4277127633967726, 0.1478034815296305, 0.7355364927420304, 0.23823637819993312, 2.1333305660429223, -0.4876561588867022, 0.4632823138735397, -0.374171997203135, -1.7606534667389606, -1.44255348868782, 1.1664541241828086, 2.1002654782550914, 0.7445942306105662, -0.027854084086240172]",32
"[0.15213242734033244, 0.2590809582549776, 0.8802190391619527, 0.2969500440404182, -0.17796848772538135, 0.988369322948456, 0.5080128780238754, -0.006739446321205703, -0.4170850211016007, 1.7321034817909051, 0.036486582540088255, -2.007710993854783, -0.47171366663399145, 0.37910657944628595, -0.14037373674537137, -0.898471041191132, 0.22802260281795844, 0.24714361526745135]",0
"[0.674125934113732, -1.0287760930198329, -0.911156719192405, 0.12351331455522811, 0.45078803666802647, 0.25271816409563935, 1.2239026184140822, -1.0620757065208932, -2.734791482458865, 0.6929698117836983, 0.22382649798762053, -0.8262616922504433, -0.43775420992994085, 0.0025108903025031154, -0.37371426880636993, 1.1990085646086444, 0.9479872410436488, 0.14358564153596617]",22
"[0.30014372469895106, 0.22035031427417312, 1.6538615658439733, -1.0031929439611136, 0.24818767210764173, 0.5492426353131417, -0.36983583730981817, 0.2722414143404116, -0.9921504906728182, -1.3542374106015689, 0.9150856620050296, 1.190762446490972, -0.2504201394185323, -0.2663346372141628, 0.4387006582553825, 1.673902866977479, -1.5738497015294068, 0.45784443410836284]",12
"[2.0225487652840806, 1.4720561818842632, 0.2910706120508529, -1.1837119485158756, -0.16167175727328775, -0.1729680366623209, -0.1958700285436264, -1.647634642361876, -0.36610745244053655, 0.6235066737837425, -0.586763417571145, -0.09733982609893194, -1.1486660791732313, 1.60115641238247, 0.04628484952518127, -0.6017509815984828, 0.508499639423573, 0.20067640582313973]",34
"[0.7009367526613045, -0.012061063689563513, -0.851637259493766, 0.5378091502243176, -0.7910536889370873, -1.6769716714813387, -1.011317598397239, 0.7682862599153064, 0.8634084893264136, 1.3037771379329095, -0.15966231912023804, 1.2139410066150047, -1.1058089676028409, -1.0487004804140359, -0.4384764015831286, -0.2012173540006946, -0.4254936462862528, -2.4398806862339613]",0
"[0.2722279519436726, 0.24033530558649208, 1.0320332847454783, 0.20280891168543433, -0.4349394446104617, 0.11994721367916962, -3.8784693172941305, -1.3899472352544757, -1.160426165070067, -0.4256973892010225, 0.3121191983778537, 0.5159352575232413, -0.44695222698669934, 0.39719585750426273, 0.2923115365395607, -1.4262278844987242, -2.1203614432064586, 1.4409804855496717]",0
"[-0.37910531787874213, -0.20240971891697876, 0.8716240348712437, 0.009183124244687497, -1.7079784347424196, 0.6671205604477939, -0.5472396567370723, 0.7518233926401713, -0.21550719421171155, -0.9520739398217578, 0.8407833120363469, 0.3204531853200138, 0.9495465516109038, 1.3931227833227877, -0.2841813544365236, -0.28090127341246657, 0.9951679454131193, 0.6559817967228004]",24
"[-0.5755040841067521, -0.29544102212516654, -2.713838746540319, -0.39748762138998334, 0.738259175795003, -0.17725874913189893, 0.37925720199252544, -0.8170224543035027, 0.5928295932496673, 1.0034508025291233, -0.23119727017276628, 1.1112033290412675, -0.6058405805908331, 2.1064503379866433, 0.3453079911701888, 0.42418088855300434, 0.8613303104503789, 0.1704784952209407]",0
"[0.6907577166204473, -0.5299785603602879, -0.3200508605485231, 0.5764185586321142, 0.07442944289780568, -1.671627603035116, -1.6491566366563433, -1.3982163671089936, 0.7049066797464022, 0.4694252568491792, 0.7821533807111744, -0.35364633100075077, -0.35103151184943787, 0.07001359198929924, -0.21303552338419532, 1.2462116017307656, 1.9501707913021116, -0.6673824864742888]",20
"[0.18785810103052197, -0.09721992521830694, -0.6479878177195362, -0.5762761960998339, -1.5980303356576906, -1.6316997920331027, -1.760025774474665, -1.8652860241107414, 0.37349570998914744, 0.20108264866502684, -0.43880484458844216, -0.8729418672341562, 0.3876584316216071, 2.919939112408945, 1.0628718663303245, 0.5142112723180309, 0.5354199892216376, 0.6304864450887077]",26
"[0.3264143351455708, -0.5857244872523621, 1.0658533765646339, 1.5387343806855465, 0.6285636594642069, -0.16513834783034081, -0.8562046967550688, -0.23389929070117937, -0.24303575451278572, 2.1761294533424946, -0.22338588428805545, -0.7112752411230422, 1.130954895272351, -0.8103861772278904, -0.9312708325258235, 0.23980723166008852, -0.3835105675955911, -1.4785651944831077]",4
"[-1.3692943218004898, 0.5918741230357065, 0.31242673923092845, 0.006717913420223931, 1.804706473146204, -0.29154586433344015, -0.7849814777895094, 0.17830318714154533, -0.5236025037175266, 1.966311944259505, -0.7647959898393462, -0.014357637241363805, 0.42140280825853127, -1.220955792630787, -0.3661496175249439, -0.8839329024345134, -1.992586698684623, -0.7936771401247362]",16
"[0.9230297575320423, -1.0201150711693139, -0.658259154440925, 0.8685277972867068, 1.3065963894992823, 0.6542712342867504, 0.2193357165178498, -1.419985354199312, 0.869389536786028, 0.3258407894414925, -1.105779899309871, -0.9406802436914743, -0.9384316050648458, 0.34119055863766784, 0.5880715619096096, 0.3901462799385081, 0.33207743320563726, -0.0590818148332478]",24
"[0.0037275280584056604, 2.202083559485568, 1.948594511808024, -0.17366941968757116, 2.4170707921203305, 0.3286998067292281, -2.099408002810218, 0.28173435698228705, -0.16437640766381464, 0.4538805415496017, 0.4492957985516622, 0.4662356376274526, -0.9884718677543286, 1.6441511277790013, -1.1961683057865973, -0.16931644244886057, 2.4730177839628658, -0.852010907679139]",16
"[0.47963409530948115, 0.529754972112401, -0.13301140173092202, 1.2388007739615958, -1.5507369905707449, -0.429945704706945, 0.8319051906652387, -0.22405913515766265, 0.30629583526444765, 0.30709608226210977, -0.30873623778275394, 0.7124225134376578, 0.5952649984302254, 1.8996703566659598, 0.5704982854196414, 0.3650893768021248, 0.17416438846825058, -0.004494961164397627]",0
"[-0.3814438322991174, -0.42176180838295013, 0.2923275001865204, -1.4275647219588647, 0.043160414410454345, 0.4173309489773472, 1.8872366897022164, 1.0976803291486952, 0.05118027348748584, 0.1785561638504906, -0.8485916436410206, 0.23513697865647637, 0.5786688955129887, 0.14435957597676016, 1.0795752461637784, -1.6772954493472367, 0.3582330000890331, 0.5525072383056179]",12
"[1.635671976106143, -0.9547799988926953, -0.6850982757795816, 0.6934419668574549, 0.19644035296183326, 0.139046055738346, 2.043540682706895, 1.7354914146068374, 1.8055727928837888, -0.009579298048602126, 0.6755095229613217, -0.8727151707794409, 0.31786274354862315, 0.8922545495090761, 1.3133987575885961, 1.2577253452670945, 0.04187477127991881, 0.07612594671478264]",16
"[-0.8697824573600909, 2.342337294095901, 0.5271922890769349, 0.7719027352924817, 0.012308099528777787, -0.020563613619873876, -0.9205855677011259, 0.12522605113872634, -1.6005512929284964, -0.4885655830752771, 0.8292021344726703, 2.091506043093316, 1.0529331988560098, 1.8457338895792705, -0.24920690718842164, 1.4672735807638404, -0.5334577202217001, 0.15548906907436297]",20
"[0.15696627108157818, 0.446703002481761, -0.4363555299590241, -2.4124284359106127, -0.2902174732379232, 0.3234891528224328, 0.3313564809673213, 0.8302330389491943, 1.4471400403440295, -0.12302882565785886, 1.028953026685212, 1.2431215861957379, 0.8724926606002339, 0.20210510198730308, 1.622034791478262, -0.5021196442124809, -1.3869138333784452, -0.4106288963475569]",0
"[0.734777662208587, -0.8513156151571593, -1.2885146454871108, -0.6944603147718297, 0.6015417619757519, -1.2653564284288832, 1.8551819516021708, 1.2989186866197684, -0.014995443823871024, 1.086381623336072, 0.5078324970467658, 1.4568587507618889, -0.5778353111906821, -1.2713030224380097, -1.284838839368481, -1.1079970471809404, 1.3460367710953602, 1.3538927987265263]",20
"[-1.6905225160996222, 1.2296473977585727, -0.022522679922637873, -1.6152662019980537, -0.33538836488226326, 0.307888633227963, -0.0903264416595247, 1.121368298233821, -0.9281367877445487, -1.0076513976710457, -1.5263449664195317, -0.20600954614097342, 0.8534875640102186, -0.46558910664812136, 0.5955281038133966, -0.7555458251555421, -0.4441720557072456, 0.7060841900665977]",0
"[-0.12793225826373472, -0.6751266637550701, 0.5904186525535917, 0.4523107885065784, 0.4030429992164832, 1.8561287733587049, 0.14176602735940838, -0.45486993653291613, 0.7667403754855177, 0.8407758761459715, 0.6526255286579312, -0.17378603313468438, -1.9756862112057345, -1.0168367806749783, -0.43857543739833527, -0.5138262933866823, -0.47436568322323347, 1.9182761780658129]",12
"[-0.0636306984086007, -1.2035274188262646, 1.3464131802541082, -0.5084335537990416, -0.9618396562532594, -0.13173422621605818, -0.6169332411959327, 1.1535890464150083, -2.0144097021219336, -0.14910850079595606, -0.9626863158560911, 0.5361931474216147, 0.10640151926008239, 0.7127707350442108, 0.9880099958184185, -1.9601339148428125, -1.6060778161541442, 0.06755864067005428]",24
"[1.2115573407791045, -0.9983803960754825, -0.18562281371549427, 0.8835350914765033, 0.04801356861329977, -0.6900868161352298, 0.9222297722798066, -0.24728452507817336, 0.536022139834513, -2.5574984596501102, 1.4243439156612259, -0.38955602789941546, -0.3355105851753211, -0.01940547395628492, -1.691153884754071, 1.5662983149137106, -1.1357493845820774, -0.5199966666418576]",12
"[0.04698096577783185, -0.5091538835933969, 1.5162931049854969, -0.252613371243345, -0.01720370309397604, -1.3162361319081939, 0.3819528730617176, -0.040532603816502, 0.5419684641577153, -1.7068255800255774, 0.5875743315352265, -2.139458487132309, 0.6523200009611265, -0.94711224724698, -0.2487935556954796, 0.1342679383070354, 0.27565821535842255, -0.2628419734842748]",36
"[-1.6781946110436687, -0.8297259755557054, 0.6097094783503757, -0.2895410757100277, 0.9230737052784547, 0.7643304225016919, 0.9975092687643119, -0.1189302168718619, -0.5085015843775503, -0.5065536836995495, 0.13351391406701332, -1.7874381188435846, 0.8119884692310935, 0.5782057498335881, -1.5266220336902399, -0.32312181650863675, 1.2933996625289161, 0.8611247647806471]",28
"[-0.10547189198076208, -0.04723478176987192, -0.3941995163299098, -1.0916609685317546, -0.2471881272562432, 0.4777025691707603, 0.019873135344370272, -0.15829477688662472, -1.042526489743661, -0.7590098151930074, 2.3167510329781065, 0.2055312895209217, -0.45955970361853204, -1.7885778387368314, -1.8560353228246838, 0.5315667492843789, 0.5712170339288527, 0.6971447758474731]",18
"[0.850178688951535, -0.13443182240697954, 1.211905949622775, 0.22296507918060432, -0.02401545526199643, -0.39632308115156967, -0.2055765375270698, -0.10353003132067647, -0.30835401269541524, 0.7934989516556165, 0.8108764954613491, 0.04064412328744034, 1.2121720573716595, -0.29339695488624595, 1.0525287591169161, 0.6473123895207292, -1.0228577038810933, -0.29607158608467155]",10
"[0.04149362105728314, -0.2803046803032643, -1.51168437474568, 0.05971343767622318, 0.34162962828163324, 0.37235565246958185, -0.4528419767531054, 0.10644720351626945, -0.06415889664146086, 1.1993483208313187, -1.3001858761139629, 0.3173233330745075, -1.7657542820203087, -0.7571288597034306, 0.6270306153588575, -0.5338462137951324, 0.3889960613140187, -1.2148050555383023]",32
"[-0.6579543666432515, -2.0898380096044478, 0.4347942022384283, 1.4775356282185088, 1.4797945488322841, 0.21397254702255622, -0.35592955404866833, 0.09481344157914869, 0.1449941640405533, -0.3437476906421612, -2.575704477900002, 0.17896877367168312, -0.6456638228498713, -0.7448793082211732, -0.02658868164700561, -0.6065455184443918, 0.016329810401552184, 0.7016223813469075]",30
"[0.44880753446430344, 1.1807180737183454, 1.0474168258352754, 1.249016136963561, -0.463466560392245, 0.3845150329965107, 1.9241300836574136, -0.5604583144894312, 1.188909257802664, 0.9077827663652326, 1.0780750329093347, -0.8877354378531194, -0.44920170451002045, -0.3881950144142121, 1.1647715126397855, -1.5344656339681821, 0.062045197795608936, -0.6597724198408781]",16
"[-2.0749418614288926, -1.9566286616738797, -0.15846652673264303, -0.42875280268834565, 1.7741745564020235, 0.03436522544188387, -1.290511654619676, -1.342413277571975, -0.6347675612708836, 0.6185786174357286, -2.076773530000306, -0.9532343946520329, 0.23401865433487642, -0.7115442423689518, 0.013120699729082815, 1.282130157539318, 1.4973103880197263, 0.9139070857617717]",18
"[-1.8907862369560946, 1.8099283338585517, -0.12391362366855767, -1.095580025115285, 0.8075052379551108, -0.2910257510139684, 0.35842764911235186, 0.21789628846378278, -0.7340200543320035, 1.414371600752779, 0.0470057326587935, -1.7036224239202837, -0.44227612964410784, -1.0384724890468342, -0.19903430378688441, 0.12202643177152855, -0.9593828636010162, -1.593200193274801]",34
"[0.6736082209227328, 0.6607480480237518, 0.7709464494988785, 0.05353614389427031, 0.36883661543675783, -0.11565661610530006, 0.3192920886342383, 0.6426077747575597, 0.5559806888730703, -0.40565931160697244, 1.510574735297103, -1.3461421263505866, 0.5754713369026909, -0.0162769187127189, 0.4682743590244236, 0.21714862044268632, 1.2222709133438612, 1.2890457448940225]",0
"[-2.019251178631582, 1.003893253962389, 1.2459523956654512, -1.036773794846496, 1.1235346330718083, 0.3789308399696153, 0.683442562596459, -1.276011721092401, 0.48775042176476346, 0.43702848595177474, -0.9288945699814287, -1.6500926359475485, 2.4158579516389835, -0.02136171972765889, -0.9947350312200861, 0.15433871439051888, 0.8966856479928408, -1.0016721866715768]",30
"[-2.2941078175041687, -0.47451505442793873, 0.6727869094836572, 0.9436417575509843, 1.0869849037247035, 0.4940147213853885, -2.444245077384218, 0.17263064218690793, 0.8247060490734671, 1.8861794316264886, -0.6320127256016825, 0.3399846336867707, 0.361406820439986, -0.04613595870947656, 1.3506979979416853, 0.3317387589767894, -0.9550376436758234, -1.0912717343821963]",34
"[0.6836865995241519, 0.5032506086802582, -0.3496050800966647, 0.32360030771635556, 0.8171326998496469, 0.672998964415588, 0.21461371156297673, -0.04549949467225124, 1.4189342286480777, 0.9688379802534213, -0.5736592961568368, 0.004869169949832012, 1.0850800355941612, 1.1491813740176748, 0.7032078325708292, -0.6233083393282618, -1.210826218265225, -0.3495430695520037]",10
"[0.3126921890534687, -1.0178871642856209, 0.2500221818405932, 0.81064080512404, 2.069424664287304, -0.1510400450662884, 0.4857369853083669, -1.6161691253764474, -1.1659352089147252, -0.0987065880933166, 1.662607662054415, 1.793776512454531, -0.6824236244410208, -0.8428602899531796, -0.4598066963205147, -0.4439178323029398, -1.4495603622317952, -0.6029235069011151]",18
"[1.176206360382147, -0.3485977554052492, 0.1754120025592912, 0.8373322778182261, 0.29051334237833004, 1.6119451196764745, 0.8833844936704662, 0.2000404315038375, 1.4533730248483876, -1.1492078185800902, -0.08152717764014479, -1.7522086044705698, 0.6071910913989141, 0.08963824173467592, -0.6365562464126165, 0.22755043546742657, 1.0768382619323502, -0.4018573559711102]",0
"[0.3413043652243999, 1.3943797143692336, 0.8744082353098047, 0.20441961194652655, -0.23248474568690858, -1.211558346602659, 1.229042956795648, -1.3122651345411354, 0.49620187841662855, -0.8275581848140899, 0.19980592333454567, 0.10575062036939714, 0.4947431245918844, -0.5916540197534114, 0.18454061270177208, 1.3290830581553845, -0.9638392330961476, -0.3068229616125553]",28
"[-0.8434863825875651, 0.1520221783860707, 2.1785389982294734, -0.8472434445889866, -0.21622682702713314, 0.6417178103773743, 2.266216179834147, -0.972802079054988, -1.3782689500821323, 0.2642272989796587, 2.034480886581507, 0.06389308360326608, 2.078473008837197, -1.8185302307129152, 1.4361071398529175, -1.0352549529005357, 1.3817005736882892, 1.4314695621449494]",0
"[-1.1427912816856032, -0.5957230426647558, 2.0193035055018718, 2.3244116704230033, -0.5973647336128222, 0.06726861523961775, 2.408002095371211, 0.32399259219790055, 0.6996335170846226, -0.46457933637162985, 0.8018227388011212, -0.14279665405325048, 0.6586883474874015, 0.13068471933667328, 1.6268120142972493, -1.1783844904128713, -1.4807403798673224, 0.37195793266554256]",12
"[0.07625435785601414, -0.1677595429377179, -0.14662709307412142, -1.3941133035308884, -2.3538247661242, 0.6190701553511003, -0.7047573722761115, 1.858075839228384, 0.023229238593804245, 0.10591245206197919, -0.8235279094466195, 1.648623247222971, -1.0642244267812249, 0.3396257335694789, -0.014629164706575423, -0.3040028165107025, -0.599563886823172, -0.6833553428460579]",38
"[0.2752809005352281, -0.13264090482872018, -0.7274509028944731, -1.3139905427902936, 0.9702598666292583, -1.311524148096735, -0.11757351346879863, -1.1346454368581789, -0.5881008368641409, 0.21513315058249038, 0.6738846486155401, 1.6298003669311205, -1.2493665355515606, 0.1495786773677413, -0.8587781335571651, 1.2276104195896396, 0.5102293348355189, -1.939094984668335]",0
"[-0.9439364406334522, -0.05400815704722397, -0.07970171640330398, 0.9188134996972185, 1.2315141960873053, -1.0599678671833672, -0.8999367018198777, -0.9013951490822238, -0.9723263749856547, -1.4917780520535513, -0.3891837756195736, -2.0739198806768964, -2.344887691686734, 0.2127434763553303, -0.25923440521330376, -0.555827281522165, 0.14303590206958233, -0.4537938358507414]",0
"[-0.008913299768791277, 0.2898597999179646, 0.47899669581914406, 0.9908191403201679, 0.7963995763502786, -1.1045452441634247, -1.1310662002036682, -0.8820892041647138, -0.1551052810262561, -0.7595590714931844, -0.20300431238242464, -2.5151978178428043, 0.09766498751925395, -0.8371976447457387, 0.7374341784389494, 0.19512287728751543, -2.1500057242862973, -0.7100983481009577]",28
"[2.0467337572752413, -0.2674896024931653, -0.09183980007716303, -1.8058819190926025, 1.3274591847806734, -0.750268232329716, 1.148890415020876, -0.1912564329108407, 2.0503299195552893, 0.5606490383947892, -1.114523409306934, -1.9808097908829454, 0.028856256522939057, -0.061623495192994156, -0.3962641154713419, 0.8401587335207579, -0.8841476358107018, 0.5548706344197099]",22
"[0.6003870067406375, 1.1401459188082343, -0.4282420731434723, -0.2852127102721426, 1.3062321793761067, -0.7104410987706075, 0.0746987734290796, -0.8424611493566089, -0.09010625655966963, -0.6327546869877851, 0.034786533140323615, -1.0598502301862625, 1.4189932986170652, 1.4401045160850001, -0.8350247767612067, 0.3041456572779229, 0.06923688696904132, -0.019891672613036867]",36
