A,B
"[-0.32067519341739, 1.99032060597068, -1.47450433711346, 0.99986337819832, 0.75282972132163, 0.94175823256439, 0.32268462303783, -1.86176435435993, -0.46930267635534, 1.15585372639747, -1.00230189998473, 0.62826460865125, 0.07573115463784, 0.59663152705515, 0.08127474239891, 1.04255687763742, 0.45809155833202, 0.19258354510824]",32
"[0.01968001911107, 0.15123104885915, -1.01605827271223, -0.23164912409406, -0.23684573522228, 0.60787930310814, -0.49263517912573, -1.00529518273907, -0.2793130078619, -0.77460886658535, -2.10903293204489, 1.5657004637905, 0.00419404825065, -1.12347811917936, -0.95227540317103, 0.55583350814108, 0.83864576082904, -0.18185923066023]",44
"[0.01981414531232, 0.15181601262325, -1.00923232598288, -0.23260170777429, -0.24239359842484, 0.60968742832781, -0.49358506814373, -1.00719652329355, -0.28045672914794, -0.77370994562114, -2.10727286748723, 1.56592136057759, 0.00389906947893, -1.123576249987, -0.95227072950213, 0.55579553019075, 0.83854392626603, -0.18181826342604]",42
"[-0.32931851839277, 2.00685150442575, -1.52320153818261, 0.97876607306986, 0.71758501031973, 1.01913608471652, -0.42567720498782, -2.03507556996948, 0.10294131909067, 0.46448355754369, -1.7325612415132, 0.86994775291971, 1.36986411297155, -0.61172050399009, -0.94861070550071, -0.21140299288921, 0.53577895937967, -0.03339676754982]",50
"[-0.25141557808588, 1.98264407920086, -1.6130914616845, 0.88032059271677, 0.68345684151172, 1.10747358670817, 0.1721579549748, -1.09726714657992, 0.62350454568072, 0.96548345133636, -1.39019773166717, 0.88184696859128, -0.11068256934314, -0.22304051921474, -0.15873136274037, 0.92854920989743, 0.98144712989934, -0.63496968248471]",36
"[-0.26278695889557, 1.74552258357161, -1.39697601434596, 0.79253685449447, 0.85488616342171, 1.05520237523075, 0.30298247565961, -0.64040106820457, 0.33638560513883, 1.32909031477001, -1.41283323368611, 1.11042549552775, 0.03090554949116, 0.00962351509161, 0.27377784762097, 0.08008885691024, 0.79303906204143, 0.52327092432453]",22
"[-1.50736891997417, 0.68984907811743, -0.46553665743458, 1.27074953393365, 0.00735126738183, 0.06867891656774, -0.68664430234772, -0.44000554502808, -0.42971016812541, -0.37694873947554, -1.01907333025039, -0.50418958817507, 0.5289164781811, -1.08891062833544, -0.98588894557894, 0.15915841616698, 1.17427875384041, -0.27710402371592]",7
"[-1.50738613192471, 0.68983684870018, -0.46552731548836, 1.27075138162482, 0.00733966788203, 0.06866711770296, -0.68665053824539, -0.43999019746589, -0.4297015635175, -0.37695979365037, -1.01907100211954, -0.50420564709738, 0.52890713794962, -1.08892017140636, -0.98589128745365, 0.15915327281241, 1.17428893851842, -0.27709261799401]",7
"[-0.12846593224488, 2.03231880682388, -1.37013260895218, 0.78480415124848, 0.75839788810402, 0.61954345126677, -0.01867228835429, -1.56075317711604, 1.0301812765788, 0.44230495618415, -1.70027075822657, 0.51743159617296, -0.11530633410422, -0.66498598802352, -0.70623302038016, 0.31433218880449, 0.50745999195279, -0.05961082962938]",68
"[-0.04359252788087, 2.116720391672, -0.82977022786575, 0.89792242700394, 1.322949955005, 0.74620680243692, 0.763757838357, -0.4910424359212, -0.17287291497667, -0.51085622463631, 0.02055009496506, 0.16204187027859, 0.40261303723052, -1.06547058868506, -0.74217383803853, 0.32566836069168, 1.28184987281505, -0.44052038988937]",64
"[-0.87830018272941, 2.09341544035904, -0.52237335412325, -0.10379026165425, 0.73901082984254, 0.1048355577257, 0.27922066322882, -0.61987895957357, -1.35015434646142, 1.04844746051529, -2.51191838499151, 0.7161028939883, -0.34288171093092, -0.34948850832124, -0.08091683974407, 0.69181435577773, 0.41893991319988, -0.21838732741378]",58
"[-0.32067424228616, 1.99031737151058, -1.47449957230135, 0.99986021480293, 0.75282876248719, 0.94176021740011, 0.32267969629158, -1.86175548236225, -0.46929719168771, 1.15585063307742, -1.00229064592544, 0.62826360167809, 0.07572932482594, 0.59662936471404, 0.08127148583516, 1.04255619823936, 0.45809369855614, 0.19258121612855]",32
"[-0.21065181049158, 1.95591409508897, -1.83358687451167, 0.81032517311265, 0.43778685130303, 0.87390159768381, 0.29049400209351, -0.46605130754966, -0.11521892311522, -0.12538300049535, 0.26884845108098, -0.00987407371933, 0.71864123008076, -1.01972517523307, -0.77080890048885, 0.21116189563953, 1.28834098978072, -0.4400431978856]",46
"[-0.99181989298691, 2.01275433327972, -0.99746635237622, 0.43810561215538, 0.3277049403304, 0.47727279982099, 0.16769236310926, -1.28342253215643, 0.97788342193055, 0.74506883835208, -1.49967400554964, 0.64608588634291, -0.27818562245027, -0.89527342656647, -0.47783203771417, 0.42850271030764, 0.44027125509312, -0.09950218415564]",38
"[-0.3445118313434, 0.90365274396033, -0.59944678006597, 0.84093873436398, -0.02061182833827, 0.06569412970797, 0.20619220001183, -0.13659378789205, -0.22817894041324, -0.24747903031541, -0.50765623304257, 0.32671117255284, 2.09261996182326, -0.02216202460982, -0.49316905303957, -0.80660474071953, -0.08128262423542, 0.19815581542595]",38
"[-0.30387142882675, 1.99415994054293, -1.49372163493655, 0.97641062078733, 0.75723119373911, 1.03341506486646, 0.3234965817163, -0.28648510272092, -0.85580692707583, 1.34735212085766, -2.35387459031017, 0.78483768003747, -0.38664438796052, -0.44047263559284, -0.10339058033389, 0.48832016925087, 0.35723362603744, -0.08055602710704]",32
"[-0.32678145301179, 1.98717943384511, -1.5398316115674, 0.80878456414706, 0.60142262194913, 1.08636673579369, 0.71535961238165, -1.19981223660024, 0.1096219549555, 0.69164756337794, -2.1300072939324, -0.50772918259018, 0.89237319164513, -0.71510736990705, -0.92042631648799, 0.53850243021248, 0.99875207201895, -0.35765158936223]",38
"[-0.10705354157601, -0.06132224260572, -0.90089085716343, 0.27896251869117, -0.02846448652866, -0.080067807266, 0.13428917258044, -1.41613088875317, 0.61219784461665, 0.49968975891404, -2.09847653135342, 0.51909239347017, 0.6940304122135, 0.35791546352423, 0.06128806712304, 0.02859582899244, -0.01087897251712, -0.01848634927614]",28
"[-0.29457842029373, 1.96967822092453, -1.62552378709719, 0.82117617892898, 0.62775563266024, 1.15082959642215, 0.59159689676038, -1.37467539300045, 0.37303714665524, 0.59697836078855, -1.88273400771241, -0.3129477904053, 0.94675041699378, -0.72387182539953, -0.95577676693167, 0.58142865456689, 0.98772268730377, -0.47637417860432]",32
"[0.01973682983086, 0.15135100777702, -1.01379813720819, -0.23200506539497, -0.23870027713243, 0.60845870008738, -0.49290281000051, -1.00593097796423, -0.27973659947071, -0.77426600361577, -2.1084835906558, 1.56574357976201, 0.00418556170193, -1.12349700611422, -0.95236670848869, 0.55577797269265, 0.83855746659501, -0.18180141561826]",42
"[-0.27800686414809, 1.99970257547688, -1.49253276741736, 0.97108979502221, 0.76528283809501, 1.01498220919657, 0.29535623502741, -0.50702827432761, -0.52172301805878, -0.13222942256782, -1.30506900283945, -0.63560761148941, 1.55406317870258, 0.02469587979887, -0.04630026797316, 0.89436901641396, 1.22095484245889, -0.59523944395622]",44
"[-0.27800831070502, 1.999711948201, -1.4925404338176, 0.97109675124005, 0.76528584746519, 1.01498668595605, 0.29535669185153, -0.50703516924238, -0.52173659040357, -0.13222698991153, -1.30508452008794, -0.63560601686937, 1.55406931953125, 0.02469313366032, -0.04629967654253, 0.89437902457867, 1.22096309351427, -0.59524587215855]",44
"[-0.24836656117286, 2.02610039643907, -0.72751985602168, 0.48547918739848, 1.05170325047914, 0.4206553618309, 0.65972823212891, -0.85205353939231, -0.61305403901215, 1.5510170888138, -1.50616973014807, 0.7603663512987, -0.83526712806585, -0.31000611077041, 0.24749885792977, 0.62158435791304, 0.21147686678362, -0.10516338012151]",48
"[-0.31780256079957, 1.78752250679924, -1.98970818773806, 0.72332068142681, 0.42802639432522, 0.95551842401435, 0.39201123884105, -0.55830292993604, -0.22250186686276, 1.42871677965104, -1.49753910751419, 1.3116901830222, 1.17666804951881, 0.40766726254803, -0.10611310292355, 0.4778773442602, 0.33507426844531, -0.0882172857963]",38
"[-0.087866346627, 2.05014738510035, -1.4852813050251, 0.89605444111619, 0.78614611052139, 0.72480154314854, -0.09013803712324, -1.78842325586883, -0.00422639451433, 0.53299378731456, -1.77786305354457, 0.70439804451568, -0.68175601865721, -0.714921113017, -0.02814970751979, 0.83604196339072, 1.0770657248598, -0.14609473989373]",48
"[0.19523907533722, 1.69458549970245, -1.66649508562266, 0.81001474626648, 0.85173405569817, 0.54118325779726, 0.07007557556346, -0.99420321059229, -0.3191025132393, 0.66804394584469, -2.23812370421344, 0.9603634538306, -0.72144553329556, -0.64084332156331, 0.23539824613029, 1.02192885790978, 0.0690265043685, -0.25481068217678]",38
"[-0.49017486945066, 2.14476990652028, -1.10921592796945, 0.63680135707497, 0.3932385647009, 0.43819586625195, 0.67353737809317, -0.58471698980291, -0.53451925832564, 1.28517661489107, -2.47666510115948, -0.41208665780626, -0.20823149109005, -0.51504176450064, -0.40529650031417, 0.25016217888184, 0.43653840241613, -0.12088376570826]",16
"[-0.28900713282113, 1.94882632545984, -1.35608509946731, 0.97940368058337, 0.88605316516549, 1.03120845384262, -0.30270174967418, -2.16758741705719, -0.80615728147076, 0.4574703280621, -1.99056298893054, 1.00834159944767, 1.17635517778124, 0.07613897693751, 0.0717841332223, 0.25296845048312, -0.22925073981721, -0.06246002440025]",24
"[-0.33048639564551, 1.98176048947781, -1.57658370882567, 0.9743554153063, 0.69625226361163, 0.98065434120744, -0.18667739838264, -2.35151076436687, -0.86595932712647, 0.55237148565808, -1.77543900679497, 0.72527209607044, 0.10379627601128, 0.19210982059396, -0.28099647239374, 1.1169002981755, 0.87091402375652, -0.00083600282917]",34
"[0.0180320743313, 0.02739068276109, -0.18334628926175, 0.21109278263893, -0.47140121056296, 0.10284830395137, 0.96638849085571, -1.40654942642518, -1.16182544922954, 1.59010636421177, -0.94785105550999, 0.64754936463034, 0.72038506812166, -1.02691909065329, -1.06032169091772, 0.5056095019123, 1.1213668379116, -0.29603360370159]",56
"[-0.16087191247895, 1.95716779311965, -1.47096720819871, 0.66813868809492, 0.66690704018349, 0.5559025219249, -0.15507773487649, -2.4433590593058, -0.3947971960213, 1.08925554603275, -1.24256409831358, 0.69583746996782, 1.26664401832258, -0.38792304208908, -0.39557925376912, 0.78119571718824, 1.27385861973866, -0.44712177614538]",46
"[-0.48723484589052, 2.10103222493481, -1.2108741176309, 0.61003163378423, 0.49679760493965, 0.57013294099374, 0.42447629012277, -1.06519533656593, -1.10802382715069, 0.92295955692519, -2.42651306578618, 0.37859360899352, 1.22126074505355, -0.02617781871592, 0.27377270479878, 0.02772300547776, -0.55779250107691, -0.05944841234998]",26
"[-0.34914455350131, 1.9017615566192, -1.56197475996679, 0.68817691163453, 0.56641155875375, 1.11278886883508, 0.47440675830469, -0.54620316493357, -1.06471521478505, 1.30275801769207, -2.52654301609496, 0.31594732278754, -0.33266668797703, -0.35014667509091, -0.08706951884273, 0.69106774802654, 0.41970305493211, -0.22232074517461]",40
"[-0.30387107274601, 1.99416748920664, -1.49372615640168, 0.97641990906279, 0.75723641612832, 1.03341544922609, 0.3234952835542, -0.28648481503581, -0.85581133033152, 1.34735581274237, -2.35387946609534, 0.78485071704029, -0.38664810324904, -0.44047374319489, -0.10338692512372, 0.48831654132023, 0.35723734720077, -0.08055953646001]",32
"[-0.32677039493232, 1.98718626922908, -1.53983787140041, 0.80879217301215, 0.60144070628621, 1.08634176579551, 0.71536655581637, -1.19981362458269, 0.10961675127878, 0.69164927609387, -2.13001685305002, -0.50771972538176, 0.89237417120129, -0.71510779344959, -0.9204271661199, 0.53849587927822, 0.99875229590667, -0.35765060015129]",38
"[-0.23972668992703, 1.87165052889505, -1.74234916251379, 0.7879647134551, 0.65478214448636, 1.13846703712161, 0.11650560034692, -0.01151885070843, -1.2387914984122, 0.93757421932259, -2.5669023430779, 0.91641557157074, 0.87248348735929, -0.69581989292235, -0.90321610706239, 0.49331924309722, 0.92387293861309, -0.44544682206023]",38
"[-0.87718350738426, 1.22388179307512, 0.00754205059321, 1.1560987170325, -0.1824623442473, -0.15913873749599, 0.19594075787595, -1.15690743019642, 0.68234483879796, 0.85406011695474, -1.65115911060138, 0.75536357452743, 0.96300745456019, -0.85966886548936, -1.09392103736369, 0.57573783463702, 1.086043317784, -0.26365585164549]",64
"[-0.30386676698184, 1.99416051111267, -1.49372255347376, 0.97641782284566, 0.75723520025744, 1.03341682744072, 0.323495555574, -0.28648277499585, -0.85581145043339, 1.3473537801912, -2.35387839208685, 0.78485030758589, -0.38664154145069, -0.44047302001454, -0.10339978481873, 0.48832721383911, 0.35722756768098, -0.08054717035991]",32
"[-0.31862204929447, 1.88737357769875, -1.71441967297747, 0.66534652806737, 0.54901523289688, 1.22503512025665, -0.78107495516711, -1.81423840182592, -0.75791523398977, -0.21201883535962, -1.61848809642542, 1.62666910704003, 0.99046929447614, -0.78803986100684, -1.04501664511267, 0.56829992617089, 0.97959402184826, -0.52120562869553]",26
"[-0.28328111886394, 1.99030861151917, -1.66552689518704, 0.92184023379019, 0.60433926676487, 0.96113247056067, 0.15304569289404, -2.12131269091453, -0.14523653671287, 1.33336024502707, -0.8112381130189, 0.56196114067554, -0.31472516472775, -0.70408672399857, -0.56191164847835, 0.10994091554991, 0.32553928195027, -0.07022816041883]",24
"[-0.23975341007665, 2.02915957658994, -1.44875746684768, 0.98768427806948, 0.78618986453872, 0.97865822590536, 0.47222569959863, -0.38513096253231, -0.3226407818915, -0.08779402961879, -1.21635651460216, -0.94019749099126, 0.45866124318083, -1.08964572262951, -1.21204175589475, 0.65875036421239, 1.06746343303396, -0.22262978588387]",80
"[-0.29875060627398, 2.00528121580324, -1.49087083062579, 0.98749074719662, 0.75903266644821, 1.02513337869991, 0.22454014061682, -0.05441535650736, -0.18601014473003, -0.2632755436487, 0.0888490746327, 0.07659884221943, 1.05263422619412, -0.93282967044685, -0.8321497266898, 0.03713229638838, 1.23210346232471, -0.37441373068186]",62
"[-0.23975685759814, 2.02916955492181, -1.44877146659495, 0.98769154303303, 0.78619541964828, 0.97866826146821, 0.47222180666187, -0.3851307064721, -0.32265760053987, -0.08779166586775, -1.21638079475397, -0.94019199050643, 0.45866745570127, -1.08964518901283, -1.21204642890111, 0.65875800120221, 1.06747570970326, -0.22261971995683]",80
"[-0.29610091856527, 1.99431586967034, -1.47811395429763, 0.98232929452651, 0.77524097380196, 1.03305376329466, 0.05727125628695, -0.1524236454517, -0.12285024238586, -0.02811966016697, 0.20344841938675, -0.02586479299281, 0.6723364012026, -1.05609565804, -0.85532741183002, 0.29301177279561, 1.25476910569925, -0.40207604413519]",64
"[-0.18705141908351, 1.82694267524686, -1.99459930085506, 0.66435448439594, 0.30878264674509, 0.7407100380519, -0.08671250877204, -1.74758313010586, 0.6980503597962, 0.35897232790343, -1.82661933972755, 0.48507213018791, -0.03883340366552, -0.73312124196627, -0.88464208536701, 0.40165230716116, 0.63490817178586, -0.07134375291411]",36
"[-0.38833571829478, 2.06460525889696, -1.4717912540153, 0.8408570482522, 0.60113322805797, 1.11251276859596, 0.18253614261165, -1.03894955472293, 0.5158087614375, 1.00265120194162, -1.46985540549992, 0.91660087641283, -0.1754146730323, -0.16706649411698, -0.11665693154269, 0.98439966043959, 1.05464926359739, -0.61550558416106]",48
"[-0.3305069156331, 1.93458317533803, -1.37694693728074, 0.91332923453055, 0.75494099345782, 1.0205286899677, 0.23062600314638, -1.70604139950631, 0.95442504413493, 0.30411443257701, -1.38646167380348, 0.11921719155665, -0.13162534430478, -0.42430460432357, -0.37530560609101, 0.29497010196716, 0.38262817850585, -0.04528869401085]",48
"[-0.38227001338751, 1.76310661065734, -1.43520399486379, 0.54467375470461, 0.39665191676991, 0.951860443824, 0.23765744735312, -0.14520928265209, -0.07944835662549, -1.21159757248575, -0.60036294509384, -0.48940501771461, 0.12366160556024, -0.16028969571283, 0.00436048790639, -0.11062044953176, 0.52275133678357, -0.03117017468837]",46
"[-0.17074413028876, 0.53849491349843, -1.20606155788878, 0.50547487008882, 0.26015601034713, 0.26373171138807, 0.28132411289343, -1.52376679751835, 0.32358675507239, 0.40272680768416, -2.34211047192107, 0.33905847321938, -0.74505824578982, -0.74512984978945, 0.11672005234147, 0.20074349461728, -0.15747769188013, 0.04267171994518]",28
"[-0.15791605288028, 1.75320433953814, -1.72029148828378, 0.93905802715146, 0.80122466915926, 1.02537437556777, 0.35888895327867, -1.57198021764238, 0.54349442627566, 0.48410762466597, -1.82232534179762, 0.04036273767243, 0.89205939581949, -0.45659948785141, -0.70407770309635, 0.94902394809947, 1.04439958857836, -0.74680458181544]",32
"[-0.31780480614344, 1.78753061709604, -1.98970764842345, 0.72332668996763, 0.42802388497824, 0.95550985430692, 0.39201126937277, -0.55830862608433, -0.22250711915664, 1.42871442420514, -1.49754366005337, 1.31168850439452, 1.17666974739657, 0.407667882028, -0.1061167775213, 0.47787203169134, 0.33507676202657, -0.0882151931041]",38
"[-0.2632250061264, 1.98216874363858, -1.65701933559897, 0.84776209866308, 0.59593691866557, 1.05250434983519, 0.32694253566445, -0.22650528868387, -0.5110394627235, 1.48307869749734, -2.0350790033389, 0.98580027092298, -0.39189027607684, -0.46210076339735, -0.11190272378703, 0.44101755439179, 0.3376709200739, -0.06022826939755]",30
"[-0.01079813393281, 0.19649975003946, -0.57637696942043, -0.06234290580265, -0.60971123139933, 1.00050531040695, 0.00040122189669, 0.09757004130301, -0.49942601544141, -0.12417926486696, 0.26362783195384, 0.43399214048556, 0.46758382671838, -1.0826484277508, -1.08866442111071, 0.5755138313871, 1.04037288949058, -0.24740642717264]",52
"[-0.33790562662589, 2.03114782547451, -1.50317944328194, 1.00733145796647, 0.7078035358468, 0.98070206525105, -0.07295694048689, -2.43979090227552, -1.10988232256724, 0.64275244753235, -1.73896597360653, 0.61841117767975, 0.16222072969533, -0.2577751449277, -0.52408440716548, 0.97646289379116, 1.23836683956311, -0.31370520520854]",42
"[-0.17074278430145, 0.53851859350033, -1.20605545305615, 0.50548356224847, 0.26015369458316, 0.26373968932298, 0.28130648522818, -1.52376281193833, 0.32359263601737, 0.40272077954697, -2.34209285952354, 0.33906666960772, -0.74505044420953, -0.74512397965594, 0.11672117000452, 0.20074768150671, -0.15747298683887, 0.04267295180196]",28
"[-0.49015636269854, 2.1447607816977, -1.1092189463504, 0.6368094010466, 0.39324384265997, 0.43819351776011, 0.67352250277876, -0.58474093996623, -0.53454402356315, 1.28514857390774, -2.47664221334451, -0.41206506322733, -0.20822834325186, -0.51503563699075, -0.40529675052152, 0.25017876276675, 0.4365557025894, -0.12087751547206]",16
"[-0.87829699965407, 2.09341367703234, -0.52236960168939, -0.10378867730267, 0.73901269108445, 0.1048309463136, 0.27922233144337, -0.61987915443714, -1.35015310637139, 1.04845187828307, -2.51191424705209, 0.71609892528844, -0.34288077674065, -0.34948782980821, -0.08091849368904, 0.6918159187119, 0.418936928624, -0.2183851448358]",58
"[-0.28900816224566, 1.94882330045226, -1.35607830509255, 0.97940128134804, 0.88605770147236, 1.03121335828695, -0.30270290706396, -2.16758253550055, -0.80615181722116, 0.45746787854661, -1.99056558912006, 1.00834483706418, 1.17635769541069, 0.07614672138784, 0.07177890428337, 0.2529638247681, -0.22924490374444, -0.06245981676731]",24
"[-0.02878547765407, 0.32799527489003, -0.92517113673284, 0.01817685665284, -0.29360694009056, 0.99310351135857, -0.01066816614106, 0.2055501367655, -0.892341425978, 0.04112862596199, 0.33506107818108, 1.32932240909398, 0.71023304888999, -0.96248155152942, -1.15313968272625, 0.61930823563809, 1.04779560815684, -0.22892627008645]",46
"[-0.010790122222, 0.19646339244136, -0.57642160938722, -0.06237814839631, -0.60969320747576, 1.00049602567634, 0.00039218242851, 0.09765092527919, -0.49941647724916, -0.12418816415534, 0.26359767134157, 0.43399934704058, 0.4678314945716, -1.08254617853481, -1.08880694466249, 0.57547120698593, 1.04026254758317, -0.24731658227046]",52
"[-0.99180498347428, 2.01274961428238, -0.99746785261145, 0.43811503076662, 0.32771266447398, 0.4772754366557, 0.16768941287474, -1.28342745380686, 0.97785913122186, 0.74506318271417, -1.49968153973938, 0.64609061314113, -0.27815950103988, -0.89526969739273, -0.47784264375449, 0.42849867309268, 0.44028214507956, -0.09951074699113]",38
"[-1.02969680765617, 1.96159071407491, -1.07995030772156, 0.48277093975945, 0.37424485297671, 0.57365710810075, 0.05011480183, -1.39103466878078, 0.87938803230384, 0.63670454861477, -1.60370144489736, 0.68441884644983, 0.18251923967382, -0.54597566483317, 0.37425131796005, 0.42604556171404, 0.08465199647335, -0.19560880569764]",34
"[-0.490154905218, 2.14476491686423, -1.10921896571828, 0.63680027769921, 0.39324816324268, 0.43816873526777, 0.67353183448471, -0.58472121244933, -0.53452216647515, 1.28516806219812, -2.47666163261025, -0.41207703068219, -0.20823953245474, -0.51503012487004, -0.40528271064236, 0.25017530916829, 0.43654817235413, -0.12088018183098]",24
"[-0.32067139512038, 1.99031437688817, -1.47449612664747, 0.99985550058119, 0.75282586768765, 0.9417559009721, 0.322687757674, -1.8617610461656, -0.46928820747546, 1.15585270217968, -1.00228600262538, 0.62824802498284, 0.07572053084687, 0.5966435184964, 0.08128673062231, 1.04255683366183, 0.45808534456381, 0.19259047753823]",32
"[-0.17074172479577, 0.53849545888974, -1.20605347800391, 0.50547996039533, 0.26014814197816, 0.2637267719431, 0.28130613569635, -1.52374793612913, 0.32361459979122, 0.40271635673575, -2.34209749273377, 0.33906563177422, -0.74507404697892, -0.74512869142178, 0.11673709838021, 0.2007408439675, -0.15748523250775, 0.04266851288588]",28
"[-0.01079604030908, 0.19649328280112, -0.57640777002353, -0.06235443790362, -0.60969169540066, 1.00049971803425, 0.0003963159736, 0.09761353693031, -0.49941884662259, -0.12418400276816, 0.26361706579076, 0.43399449184043, 0.4676276275002, -1.08262969622129, -1.08864842996583, 0.57550954352864, 1.0403868963133, -0.24741726319919]",52
"[-1.02970530681551, 1.96158765768053, -1.07994641832469, 0.48277242949518, 0.37424622253298, 0.5736488835911, 0.05011890902362, -1.39102371920211, 0.879400969134, 0.63669928174702, -1.6037081401174, 0.68442323449485, 0.18250998655975, -0.54597332918521, 0.37425647801652, 0.42604448427503, 0.08464216748273, -0.19561688265633]",34
"[-0.32678623089865, 1.98718513786881, -1.53983236340415, 0.80877332485522, 0.6014266201245, 1.08636257891222, 0.71536516505154, -1.19981887637655, 0.10962467128425, 0.69165210184724, -2.13000743316201, -0.50774659528513, 0.89237315795464, -0.71510022019799, -0.92042074214744, 0.53850661776692, 0.99875239507691, -0.35766179790729]",38
"[-0.3138517666003, 1.86845512904396, -1.32489225559203, 0.88227713470919, 0.79869887723431, 1.02543516779474, -0.51989534558363, -2.60644003070265, -0.55154316810356, 0.85775440595111, -1.38678235435154, 0.90809311425576, -0.08799455736634, -0.65071737390561, -0.64060568852551, -0.05537443915892, 0.15128176711069, -0.03192707289606]",42
"[-0.33048702105896, 1.98176395188248, -1.5765856393236, 0.97435756527712, 0.69625303268481, 0.98065501826306, -0.18667156862888, -2.35150838056961, -0.86597012604205, 0.55237009139632, -1.77544720431722, 0.72527739040563, 0.10380507396228, 0.19209830683279, -0.28099886748378, 1.11689724228707, 0.87091381419394, -0.00084782445077]",34
"[-0.26322341342321, 1.98216451442582, -1.65700839061156, 0.84776537803693, 0.59593715152211, 1.05249557918715, 0.32694049257779, -0.22649646240767, -0.51103891576908, 1.48308267495, -2.03506930815924, 0.98579267569168, -0.39191670687337, -0.4620911818352, -0.11188275962263, 0.44101892721273, 0.33765942766379, -0.06021698844188]",30
"[-0.34914430910856, 1.90176692340801, -1.56198194232849, 0.68817476562845, 0.5664161824548, 1.11278805082519, 0.47440802052991, -0.54619976134342, -1.06471134572242, 1.30276483703486, -2.52655588088576, 0.31595222643742, -0.33266712673825, -0.35015004534404, -0.0870710496039, 0.69106910227178, 0.41970722855129, -0.22232213175871]",40
"[-0.24696193732562, 2.08795664276205, -1.49971840740793, 0.96814395337716, 0.68730987104005, 1.01267369032064, 0.28046300033413, -1.77097305387483, -1.70546925665313, 0.41758686800073, -2.2068860710185, 1.08518349863136, 0.99890544976465, -0.8420436979851, -1.09260068769134, 0.57892704432707, 1.01375881342254, -0.50834178880366]",30
"[-0.28637011084284, 1.66466059888597, -1.1130110715513, 0.74794962332231, 0.92131927151439, 1.04663566320177, 0.22152817967058, -1.72649715827297, 0.54937364195007, 0.28816859317686, -1.94636780005391, 0.03671115588125, -0.51809139018801, -0.59462452704774, -0.18147406853046, -0.00909683797046, -0.01936853026369, 0.02933722501149]",48
"[-0.14765254034682, 1.71293133825869, -1.25368758732618, 0.90931768115443, 1.17789580270204, 1.17103854305646, 0.91431061771184, -1.30297179796578, 0.61592424951428, 1.0885604852837, -1.36330823129837, -0.11907770233807, 0.74345484047608, -0.62440150753202, -0.75857756629391, 0.32773963893757, 0.81577257244706, -0.41387593051475]",30
"[-0.36648324739526, 2.16121195696634, -1.25439062862855, 0.88358684584238, 0.53878399696211, 0.74975640095305, -0.4031593885362, -2.62046663123479, -0.40094611249547, 1.04339921209877, -1.14886027551041, 0.74941896864194, 0.00986395059202, -0.60574991338155, -0.68822750976532, 0.10017126235248, 0.29902728362254, -0.05275324484014]",40
"[-1.50737128042801, 0.68984828378649, -0.46553488606385, 1.27075250800802, 0.00735187502304, 0.06867447590067, -0.68664529224007, -0.44000313607596, -0.42970676834779, -0.37695009519069, -1.01906900959347, -0.50419416436559, 0.52891059101516, -1.08891605626452, -0.98588702259388, 0.15915452395109, 1.17428211503867, -0.27710234535502]",7
"[-0.41111116540031, 1.71349197341049, -1.35145762009818, 0.45711331635206, 0.55908813912233, 1.18938265217964, 0.16610067735431, 0.00716160146078, -1.27332233818169, 1.01440028675882, -2.70867602295043, 0.83089127477723, 0.00026526155047, -0.2974227313016, -0.29162824495496, 0.79312959571798, 0.98307397644099, -0.56707847221307]",44
"[0.01223194471076, 0.05109364465382, -1.73478159094329, -0.15456945575445, 0.33713448069564, 0.40668804061952, -0.74425847939293, -1.62657119539395, -0.70243347612706, -0.4323273026896, -1.58364449678341, 1.60892646473101, 0.01986221948166, -1.10516166747075, -0.89103815536122, 0.59346294834489, 0.89881551954692, -0.22244927585979]",64
"[-0.87720174325494, 1.22384330901451, 0.00762746216817, 1.15610012819332, -0.1825056529848, -0.15920172880172, 0.19595243950886, -1.15687658630824, 0.68240529109937, 0.85406842994962, -1.65114691773018, 0.75534800417239, 0.96298983341221, -0.85967253168238, -1.09392672348337, 0.57573986960801, 1.08604385733986, -0.26365070350015]",64
"[-0.15561767136539, 1.23375269442066, -2.13397922720643, 0.02211633026478, 0.39172413128567, 1.37722880521503, -0.04263902903042, -0.36599173609685, -0.15731482930049, -1.03650684459211, -0.60339682074877, -0.40137733056163, 0.53093934054652, -0.45571919248899, -0.48764696923487, 0.21051427699612, 0.73913807342232, -0.26493653255636]",42
"[-0.29457717197579, 1.9696734453211, -1.62553452242738, 0.82116837166557, 0.62775414570477, 1.15083435326573, 0.59160203102077, -1.37467558876146, 0.37304455576044, 0.59697704684024, -1.88274058178989, -0.31294937428679, 0.9467528168606, -0.72387511423512, -0.95577980942678, 0.5814278197372, 0.9877246639826, -0.47637156096937]",32
"[-0.21787253209937, 2.57076702402041, -0.40738281310484, 0.66436470747133, 0.69795842003427, -0.01882561164265, 0.49712984409586, -0.99799532011677, -1.27071637801234, 1.10620647550967, -2.3434931336987, 0.42233809344275, 0.9748154090813, -0.73406690788382, -0.97345818056854, 0.60222092662994, 1.00196776884235, -0.49631374703311]",34
