A,B
"[0.0001737772428651458, 0.0024016554495730398, 0.008257282235860074, -0.02041192048350127, -0.14037342275661205, 0.5965843398194629, 0.016146636801304508, -0.012173862233897263, 0.002292537384604816, 0.1962946869082279, -0.07399275102202274, 0.5965843375699176, 0.010908422198287304, -0.02799793142371229, 0.01795743688009823, -0.16136474387139021, 0.20701001797940807, 0.5965843459249733]",72
"[0.00017377834194151826, 0.002401667005513417, 0.00825727853268523, -0.02041192163952576, -0.140373428648047, 0.5965843439592509, 0.016146639504142038, -0.012173884177179387, 0.0022925279607994217, 0.19629468679419307, -0.07399274385369393, 0.5965843472016292, 0.010908439988282287, -0.027997926907357522, 0.017957447051154672, -0.16136474205521725, 0.20701000980716514, 0.5965843412398374]",80
"[0.00017377353865948809, 0.002401662684187709, 0.008257277591045449, -0.020411928444473572, -0.14037341825463, 0.5965843371284479, 0.016146627692882675, -0.012173868753114627, 0.0022925351629846315, 0.19629469128408727, -0.07399275752326905, 0.5965843352285687, 0.010908437721054912, -0.027997931484575536, 0.017957441706671077, -0.16136475951297352, 0.20701001612020206, 0.596584339457336]",32
"[0.00017378020390664567, 0.0024016558824254694, 0.008257277224720758, -0.02041191823228132, -0.14037343057569984, 0.5965843487418266, 0.016146627984036377, -0.01217386588787688, 0.0022925335916537913, 0.19629469102263059, -0.07399274507720448, 0.5965843467045746, 0.010908423723080984, -0.027997924900797024, 0.01795744386410232, -0.16136474038691878, 0.20701002306971863, 0.5965843445215168]",32
"[0.00017377981067360397, 0.002401673207903363, 0.00825729147960144, -0.020411929616756315, -0.14037342259131186, 0.5965843430695568, 0.016146639606783364, -0.012173869724751924, 0.002292533323019716, 0.1962946965209416, -0.07399275236081121, 0.5965843457897319, 0.010908435042360302, -0.02799793082500819, 0.017957451408531427, -0.16136475344558962, 0.20701001588401402, 0.5965843350326547]",104
"[0.0001737786289357961, 0.0024016632974417935, 0.008257286230201144, -0.020411923678281707, -0.1403734165000927, 0.5965843462627075, 0.016146635531770964, -0.01217387604289052, 0.0022925373675156775, 0.19629468963550217, -0.0739927537479726, 0.596584346505446, 0.010908441430320345, -0.02799791698881469, 0.01795744859467287, -0.16136473346056518, 0.2070100079533949, 0.596584341796851]",64
"[0.00017378586867972416, 0.002401658409234464, 0.008257283639383058, -0.02041192115010909, -0.140373423712422, 0.5965843454064096, 0.016146630648749594, -0.012173882479846368, 0.0022925451978000454, 0.19629469953662432, -0.07399275516534155, 0.596584349394255, 0.010908431008500011, -0.027997932753495772, 0.017957448773596233, -0.16136475059696942, 0.20701001467878538, 0.5965843476390873]",72
"[0.0001737779094027445, 0.0024016477585887546, 0.008257278217570087, -0.02041192935562602, -0.14037342120411228, 0.596584339714874, 0.016146643705203256, -0.012173873734694281, 0.002292542397333601, 0.1962946925606108, -0.07399275105817119, 0.5965843360546279, 0.010908437869334443, -0.0279979309599953, 0.01795744338789479, -0.16136475074528303, 0.20701000624362698, 0.596584345265007]",48
"[0.00017376745934073374, 0.002401672692765194, 0.008257277053153834, -0.020411925166922373, -0.14037343826780804, 0.5965843397973263, 0.016146631387146317, -0.01217387103233583, 0.0022925389522516107, 0.1962946868293414, -0.07399276301287068, 0.5965843439481939, 0.010908440206716115, -0.027997923836930474, 0.017957452991619036, -0.16136474612655777, 0.20701000928925842, 0.5965843360983365]",48
"[0.00017378128935105656, 0.002401667042175931, 0.008257283017529319, -0.02041191512466756, -0.1403734181393304, 0.5965843396529577, 0.016146631561899098, -0.012173863873117082, 0.0022925408066308693, 0.1962946998778544, -0.07399275573823898, 0.5965843340979439, 0.010908442735309307, -0.02799792722949898, 0.017957450845913242, -0.16136474874049747, 0.2070100189415119, 0.5965843492131174]",72
"[0.00017377574754340745, 0.0024016656618497875, 0.00825727812686726, -0.02041193168936169, -0.14037342475761982, 0.5965843343927459, 0.01614664362660926, -0.012173871539183841, 0.0022925372562427907, 0.1962947008455494, -0.0739927450115301, 0.5965843382170021, 0.010908438321556843, -0.027997922567228044, 0.017957443742691735, -0.16136473057141926, 0.207010014182385, 0.5965843492000963]",48
"[0.00017377961362700044, 0.002401662697662929, 0.008257290644949832, -0.020411919142151444, -0.14037343279916173, 0.5965843514294876, 0.01614663660896, -0.012173875729500211, 0.002292538571018148, 0.19629468987067142, -0.07399275614983938, 0.596584344147008, 0.010908428394967742, -0.02799793291369704, 0.017957455472674102, -0.16136474731220227, 0.2070100109671163, 0.5965843325013259]",108
"[0.0001737624025195476, 0.002401655840783815, 0.008257283020918417, -0.020411922278508736, -0.14037342247238394, 0.5965843430138813, 0.016146639305290086, -0.012173870233927785, 0.0022925353008131162, 0.196294702231948, -0.07399274806502261, 0.5965843396968563, 0.010908434871168366, -0.027997930761359723, 0.017957436578182426, -0.1613647425461032, 0.20701002656367828, 0.5965843496555507]",70
"[0.00017377057830192822, 0.0024016636617890893, 0.0082572724384572, -0.02041192461815693, -0.1403734297993025, 0.5965843414338039, 0.01614663082438096, -0.012173869343285463, 0.0022925357819336316, 0.19629470003232918, -0.07399275489531268, 0.5965843288173841, 0.01090843342643479, -0.02799791397531819, 0.017957452997429558, -0.16136473308776314, 0.2070100098654012, 0.5965843449206771]",48
"[0.00017377743807560114, 0.0024016575514014655, 0.008257279357702579, -0.020411931471967945, -0.14037342753834314, 0.5965843424303933, 0.016146629924939076, -0.012173872780949342, 0.002292543455142109, 0.1962946888750619, -0.07399275532205012, 0.5965843398316377, 0.010908436772145225, -0.027997926038818875, 0.01795744657254565, -0.16136474740881626, 0.20701001354854498, 0.596584361301676]",32
"[0.00017377063314965018, 0.002401664123921779, 0.00825728839642405, -0.020411919982802503, -0.14037342351117255, 0.5965843412565911, 0.016146640266310356, -0.012173872253519243, 0.002292527032219242, 0.19629469910417446, -0.07399274879590616, 0.5965843540516356, 0.010908432262238092, -0.02799792293428023, 0.017957444122129615, -0.16136475259816846, 0.20701001893228912, 0.596584348628392]",64
"[0.00017376985964122436, 0.0024016700222392147, 0.008257279509896557, -0.020411925165336284, -0.1403734180794967, 0.5965843458348685, 0.01614662391883974, -0.012173862634648945, 0.0022925360595895928, 0.1962947010811075, -0.07399275960784589, 0.5965843505136587, 0.01090843216293465, -0.027997919266175696, 0.01795744759658056, -0.16136474838087136, 0.20701001648126863, 0.5965843435829734]",46
"[0.00017378055881103434, 0.0024016509836578557, 0.008257277282470188, -0.02041193162306576, -0.14037343046479134, 0.5965843356312968, 0.016146632490102536, -0.012173866054093192, 0.002292544478274485, 0.19629469950047598, -0.07399275581491094, 0.5965843521383672, 0.010908429520020883, -0.027997922447418062, 0.017957456177190734, -0.16136474841118337, 0.20701001271566394, 0.5965843412741275]",48
"[0.00017378069954497095, 0.0024016638999351876, 0.00825727518068138, -0.020411934509294814, -0.14037342473933018, 0.5965843398706927, 0.016146636303237264, -0.0121738580871216, 0.0022925399475291377, 0.19629469321531798, -0.07399275111234535, 0.5965843388291957, 0.010908437283025174, -0.027997932794494255, 0.01795745373931746, -0.16136473604558413, 0.20701002079681285, 0.5965843461399812]",48
"[0.00017378297005327567, 0.0024016551198498843, 0.008257288791892855, -0.02041192663490583, -0.14037343186854367, 0.5965843351192972, 0.016146642039915077, -0.012173867902895617, 0.0022925301912735934, 0.19629470119053014, -0.07399276264606, 0.5965843439945804, 0.010908439071970153, -0.02799792849715201, 0.017957451382729913, -0.16136474665312336, 0.20701001270431904, 0.59658434158054]",112
"[0.0001737793491188665, 0.0024016585929234, 0.008257288798833567, -0.020411921747490416, -0.1403734218334039, 0.5965843443433338, 0.01614664542202586, -0.012173868657585006, 0.002292549188295681, 0.19629469938195074, -0.07399275617933142, 0.5965843476499889, 0.010908438549903601, -0.027997922834623906, 0.01795744257153153, -0.1613647482753742, 0.2070100129133405, 0.5965843492451441]",64
"[0.00017378300003788335, 0.0024016636231569194, 0.008257282351929131, -0.02041193303114848, -0.14037342556157278, 0.596584342579537, 0.01614663387589672, -0.012173859864639786, 0.0022925457124272383, 0.19629469803304272, -0.0739927524908997, 0.5965843288394759, 0.010908437468371572, -0.027997925606627484, 0.01795744967263704, -0.1613647482084724, 0.2070100169126689, 0.5965843432889452]",72
"[0.00017377218266950836, 0.0024016579525438756, 0.008257294047581014, -0.020411925506035686, -0.14037342271553377, 0.5965843404069403, 0.016146630445382212, -0.012173870631971631, 0.0022925481734315384, 0.1962946898153689, -0.0739927461301447, 0.5965843353667274, 0.010908439988701753, -0.027997928481348616, 0.01795745566676379, -0.1613647399676478, 0.20701000994964622, 0.5965843394100339]",64
"[0.00017377092190962184, 0.0024016618915390065, 0.008257276291596553, -0.020411926144804273, -0.14037342250848445, 0.5965843449754534, 0.016146628397080393, -0.012173879383864128, 0.0022925419910570072, 0.19629469767632785, -0.07399276042112206, 0.5965843322087953, 0.010908434804880105, -0.027997935724976074, 0.01795744385269247, -0.16136473650275843, 0.20701001276297545, 0.5965843538895345]",32
"[0.00017377498597717704, 0.002401668576033043, 0.00825728804379532, -0.020411923175798243, -0.1403734374085629, 0.596584342238611, 0.016146640795004913, -0.012173873209991302, 0.002292539555200175, 0.19629470210716368, -0.07399275151198406, 0.5965843478277504, 0.010908447989364998, -0.02799793171324477, 0.01795744323391667, -0.16136474245110685, 0.20701002022976306, 0.5965843395167247]",64
"[0.00017377678192648688, 0.0024016591043848085, 0.00825728616073553, -0.020411929464096604, -0.14037342644406187, 0.5965843367877737, 0.01614663037985859, -0.012173860048700575, 0.002292535502328089, 0.19629469361867433, -0.07399275002655162, 0.5965843387886522, 0.010908434903281831, -0.027997936464965085, 0.017957443043973006, -0.16136474540532236, 0.20701002055640902, 0.5965843294669003]",40
"[0.00017377823382045863, 0.0024016605604819862, 0.008257292026008072, -0.0204119283616425, -0.14037342577483508, 0.5965843389374889, 0.016146632627377856, -0.012173874512303347, 0.0022925399339207156, 0.19629470257967793, -0.07399274245292163, 0.5965843483558113, 0.01090843191269915, -0.027997924958487505, 0.01795745311827138, -0.1613647340181621, 0.2070100169399287, 0.5965843493392265]",66
"[0.00017377796986095198, 0.002401669160558613, 0.008257271543561488, -0.02041192092049183, -0.1403734352424986, 0.5965843369976798, 0.016146628680484772, -0.012173867505714855, 0.0022925404803446916, 0.19629470437314328, -0.0739927492474133, 0.5965843541543983, 0.010908434192944568, -0.027997925051404214, 0.017957454399556226, -0.16136473885262867, 0.20701001795506166, 0.5965843389541274]",48
"[0.00017377355861925348, 0.0024016685185910837, 0.008257269443883644, -0.02041192818666455, -0.14037341780572063, 0.5965843458218536, 0.016146630965637544, -0.01217386616729825, 0.0022925383106787334, 0.1962947007200183, -0.07399276184123549, 0.5965843464991872, 0.01090843349850602, -0.027997926698061084, 0.017957439508631764, -0.16136475142029533, 0.20701000788878599, 0.5965843419901912]",32
"[0.00017376587126651433, 0.002401659221613321, 0.008257271545563131, -0.020411919860410643, -0.140373426332302, 0.5965843365504365, 0.016146633188978396, -0.01217386415235231, 0.0022925338352592782, 0.19629469110557415, -0.07399276412375286, 0.5965843486815777, 0.01090843532322348, -0.027997928206993757, 0.017957453386074476, -0.1613647332234938, 0.2070100189893009, 0.5965843371414999]",48
"[0.000173775176108729, 0.0024016566257066764, 0.00825728595948521, -0.020411926436269736, -0.14037343723493095, 0.5965843378238176, 0.016146630292111174, -0.01217387055107968, 0.002292539398357207, 0.19629470249009548, -0.07399275232606756, 0.5965843476882273, 0.010908443795021936, -0.027997922758715814, 0.01795744404141207, -0.16136472994826626, 0.20701001317659543, 0.5965843428013307]",40
"[0.00017377806676488944, 0.0024016571880387974, 0.008257278620136407, -0.020411924789551908, -0.14037342344305134, 0.5965843498085641, 0.016146646421626193, -0.012173879444194364, 0.0022925378223210306, 0.19629469046571985, -0.07399275633898458, 0.596584333442685, 0.010908437944912783, -0.02799793858166215, 0.017957448010256973, -0.1613647442274511, 0.20701001581095987, 0.5965843471472572]",80
"[0.00017376726911184264, 0.00240166338920347, 0.008257283332313231, -0.020411928534934613, -0.14037343412981096, 0.5965843431894733, 0.016146629903155404, -0.012173875388305914, 0.0022925490649403643, 0.19629470200053373, -0.07399274121570237, 0.5965843419757954, 0.010908439760017853, -0.02799792875180438, 0.01795745659650133, -0.1613647366637125, 0.20701002021083964, 0.5965843434780878]",74
"[0.00017375469606944422, 0.0024016571059330967, 0.008257278850153668, -0.020411917195329615, -0.14037341974075554, 0.5965843436259552, 0.016146632067933188, -0.012173872261599175, 0.0022925375221648577, 0.19629469348330345, -0.07399275382605915, 0.5965843413260966, 0.01090843208286892, -0.027997925515004473, 0.01795744612751117, -0.16136473611341665, 0.20701001850415057, 0.5965843326414181]",32
"[0.00017376710894921582, 0.0024016605321224628, 0.008257280271771035, -0.020411935044417184, -0.1403734341976614, 0.5965843415525518, 0.01614663877048726, -0.012173871017660562, 0.002292535656899512, 0.1962946969151759, -0.0739927450053784, 0.5965843490057199, 0.010908437327872653, -0.02799793591300876, 0.017957443349916502, -0.16136475028025682, 0.20701002598367244, 0.5965843428223994]",48
"[0.0001737717967242399, 0.0024016689623383948, 0.008257282211385846, -0.02041193032457067, -0.14037342948789744, 0.5965843399182468, 0.016146629409254834, -0.012173876044470544, 0.0022925368306116857, 0.19629468873143768, -0.0739927454512085, 0.5965843449677917, 0.010908436148686994, -0.027997921977793137, 0.017957435170995843, -0.16136475193736438, 0.20701002003784522, 0.5965843357488655]",40
"[0.00017376957160723008, 0.0024016660459507313, 0.008257281646992671, -0.02041192531168886, -0.14037343423714155, 0.5965843431358686, 0.016146629447140664, -0.012173883793675596, 0.0022925311954535284, 0.196294706319889, -0.07399275005428149, 0.5965843450856454, 0.010908429845022693, -0.027997931716542118, 0.017957458910547494, -0.16136473882384844, 0.2070100106637631, 0.5965843424334002]",80
"[0.00017376268857177641, 0.0024016655980390583, 0.008257275392718588, -0.02041191922897237, -0.14037342865986357, 0.5965843430218598, 0.01614663979493084, -0.012173872670542884, 0.0022925380394713843, 0.19629469181357556, -0.07399274727535754, 0.596584334771817, 0.010908425175011612, -0.027997918274122124, 0.017957440279201146, -0.16136474302195916, 0.207010025535062, 0.5965843397285909]",48
"[0.0001737716835010491, 0.002401655669668171, 0.008257271154723848, -0.02041192647082434, -0.1403734192892443, 0.5965843508061561, 0.0161466370124571, -0.012173875090556787, 0.0022925323114681866, 0.19629470649599692, -0.0739927409341964, 0.5965843446824015, 0.010908429376544446, -0.027997926283729376, 0.017957444427444805, -0.16136474593041203, 0.20701001871450506, 0.596584343719422]",48
"[0.00017376784984881778, 0.002401652454310391, 0.008257273293450048, -0.0204119186903599, -0.14037342828436455, 0.5965843487125281, 0.01614662842274029, -0.012173879060926557, 0.0022925363411062166, 0.19629470256902903, -0.07399275851246319, 0.5965843386312945, 0.01090842177669873, -0.02799792793974079, 0.01795744341315031, -0.16136474308833654, 0.20701002088605303, 0.5965843435875984]",32
"[0.00017377967845034052, 0.0024016646403612436, 0.008257287516573081, -0.02041191335804012, -0.14037342764154148, 0.5965843443228757, 0.01614663235418016, -0.01217387071227999, 0.0022925351781122715, 0.1962946921890675, -0.07399274456656195, 0.5965843389306418, 0.010908431887762322, -0.027997936004181795, 0.01795744076275107, -0.16136473315266145, 0.20701001324180157, 0.5965843377049846]",40
"[0.0001737802248728463, 0.002401661728942856, 0.008257285404903999, -0.02041190775742858, -0.14037343679515804, 0.596584340586541, 0.016146629016434804, -0.012173876303359074, 0.002292538722718084, 0.19629468945464, -0.07399275427778193, 0.5965843415392044, 0.010908436973855792, -0.02799792256649996, 0.017957448736354343, -0.1613647381375324, 0.2070100176335139, 0.5965843410248798]",40
"[0.00017376637309742275, 0.0024016591096749414, 0.008257281738302459, -0.020411926877917323, -0.14037342535314243, 0.5965843339272444, 0.016146621034209996, -0.01217386679866365, 0.002292540787331089, 0.19629469778192069, -0.07399274520060548, 0.596584343897643, 0.010908432398505448, -0.027997928026410466, 0.01795745362353924, -0.16136473031613618, 0.2070100148120027, 0.59658434298301]",80
"[0.00017376009718954915, 0.002401662715453988, 0.008257274095718296, -0.020411923878967436, -0.14037342764840993, 0.5965843318014693, 0.016146626598013764, -0.012173863718069866, 0.0022925355462606197, 0.19629469138764324, -0.07399274732908981, 0.5965843416058623, 0.010908435278560166, -0.02799793556565281, 0.017957452928169904, -0.16136474508643764, 0.207010019921476, 0.5965843362782064]",48
"[0.00017377117602745845, 0.0024016642243820077, 0.00825728130761878, -0.020411928226880056, -0.14037343260220028, 0.5965843362419742, 0.01614662953819964, -0.012173863931702852, 0.002292540174105871, 0.1962946999219045, -0.07399275190603231, 0.5965843548685467, 0.010908436939230303, -0.027997918200514338, 0.017957459852334132, -0.16136474239282125, 0.20701001091520177, 0.5965843471284769]",80
"[0.00017376038364925572, 0.002401660640398088, 0.00825727081360178, -0.020411928169203564, -0.14037342992666574, 0.5965843465239904, 0.016146631200557194, -0.012173873342095883, 0.0022925408356307105, 0.196294692782773, -0.07399276311494216, 0.5965843485704713, 0.010908435540316773, -0.027997931972854984, 0.017957438622620597, -0.16136474956146063, 0.20701001283545278, 0.5965843378376]",32
"[0.0001737671213186869, 0.0024016654536277372, 0.008257269108748461, -0.020411913399302463, -0.1403734267735241, 0.5965843566459661, 0.016146629189418758, -0.01217386952510263, 0.002292531727861083, 0.19629469587469175, -0.07399275597163472, 0.5965843359500961, 0.010908434592901221, -0.02799792762109076, 0.017957443870629437, -0.16136474249458732, 0.2070100136378745, 0.596584344134564]",32
"[0.00017376536624900193, 0.002401673319670208, 0.008257274991165891, -0.020411930121375637, -0.1403734268686024, 0.596584335696274, 0.016146637694936995, -0.012173870731631132, 0.0022925364129935274, 0.1962946913111546, -0.07399274465910097, 0.5965843367568887, 0.010908434758267702, -0.027997925661533092, 0.017957443532652884, -0.16136474717463942, 0.20701002723924955, 0.5965843448202284]",48
"[0.00017377757347460918, 0.0024016642908372223, 0.008257271701106093, -0.020411913248662563, -0.14037342574776948, 0.5965843415354913, 0.01614664286013473, -0.012173878874530381, 0.0022925404000180946, 0.1962946951264221, -0.07399274070062675, 0.5965843455653519, 0.010908435788838695, -0.02799792583272844, 0.017957440480807874, -0.16136474436876241, 0.20701000663340224, 0.5965843384616148]",48
"[0.0001737701593779828, 0.0024016596948528268, 0.008257276098949612, -0.02041192409666851, -0.14037342133227, 0.5965843345943846, 0.016146636199040987, -0.01217387083734097, 0.0022925367754204804, 0.19629469351741785, -0.07399275258967446, 0.5965843506036392, 0.010908440067026568, -0.027997939058743086, 0.017957437469834855, -0.16136475028824918, 0.2070100123096858, 0.5965843511508517]",48
"[0.00017377425465311437, 0.0024016685396913698, 0.008257285704203154, -0.020411932366353126, -0.14037343422019594, 0.5965843367352527, 0.016146639497069556, -0.012173869902544543, 0.002292532700816181, 0.1962947003409114, -0.07399275338071662, 0.5965843307386033, 0.010908440606451986, -0.027997924859706987, 0.017957453027725185, -0.1613647487048912, 0.2070100184401778, 0.5965843507363138]",112
"[0.00017377829400595443, 0.0024016629954924564, 0.008257276033570042, -0.020411929476492657, -0.14037342844693665, 0.5965843369310938, 0.016146634601819438, -0.012173872252420987, 0.0022925397716860576, 0.19629469413037517, -0.0739927426576751, 0.5965843403673952, 0.0109084352834572, -0.027997917739840006, 0.017957438312563703, -0.1613647339762707, 0.20701002233978405, 0.596584348790921]",48
"[0.00017377913704409476, 0.002401666369424545, 0.008257281479820909, -0.02041193071122945, -0.14037343368778177, 0.596584338129958, 0.01614662967551498, -0.012173870938377872, 0.0022925415569313747, 0.1962947091236049, -0.0739927548977034, 0.5965843345870726, 0.010908438656521044, -0.027997919456920293, 0.01795744794423497, -0.16136474765591663, 0.20701001988668583, 0.5965843495292031]",48
"[0.00017376281222050035, 0.0024016563170636686, 0.008257274683206918, -0.020411915770986618, -0.1403734356656744, 0.596584348265273, 0.01614664317691136, -0.012173863157293522, 0.002292542057418726, 0.19629469127512486, -0.07399275678152765, 0.5965843449971376, 0.010908425717487201, -0.027997927845703534, 0.017957448786528857, -0.1613647451771967, 0.20701002068639052, 0.5965843428104746]",48
"[0.00017377614402626043, 0.0024016651749253198, 0.008257278489050729, -0.020411925320095777, -0.14037343471324587, 0.5965843252986223, 0.016146641091442863, -0.012173875126968433, 0.00229253468735928, 0.19629470014352468, -0.07399275295937761, 0.5965843471108057, 0.010908427180135011, -0.02799792252572926, 0.017957440115188447, -0.16136474731334094, 0.20701001589153092, 0.596584340490898]",48
"[0.00017376389215381364, 0.00240166508740212, 0.008257274983231384, -0.02041193241081257, -0.1403734373632711, 0.5965843409103551, 0.016146635275998588, -0.012173865876371443, 0.0022925404446668546, 0.19629468788055224, -0.07399274927127439, 0.596584333791119, 0.010908444321300398, -0.02799792470834588, 0.01795744764154898, -0.16136474122124644, 0.20701000935975358, 0.5965843373004649]",80
"[0.00017377914820586936, 0.0024016593201324787, 0.00825728697381052, -0.020411918339325326, -0.14037343255597912, 0.5965843417451531, 0.016146642290414775, -0.012173863081414337, 0.0022925369258627766, 0.19629469886820552, -0.07399274852510253, 0.5965843572904522, 0.010908431508554896, -0.02799792918546844, 0.01795745223475065, -0.1613647379201234, 0.20701001380306666, 0.5965843386303673]",112
"[0.00017376750292761748, 0.002401664448377464, 0.008257274854405429, -0.02041191650340582, -0.14037343250118417, 0.596584336732375, 0.01614663376979756, -0.012173869688180588, 0.0022925491546492527, 0.1962947013908417, -0.07399275250309686, 0.596584339453176, 0.010908432364581356, -0.02799792524610279, 0.01795745636193322, -0.1613647496906727, 0.20701001485717124, 0.5965843564600561]",48
"[0.00017377062422301528, 0.002401651901544586, 0.008257286486142051, -0.02041192487014394, -0.1403734394463053, 0.5965843426748895, 0.016146627602949364, -0.01217386995060838, 0.002292538838468179, 0.19629469779021974, -0.07399275528278657, 0.5965843480144915, 0.01090842541682937, -0.027997925235535095, 0.01795743756390796, -0.16136473955787223, 0.20701001201970343, 0.5965843450476092]",40
"[0.00017378307464675113, 0.00240166061406846, 0.008257278700315401, -0.02041192537073099, -0.1403734293764217, 0.5965843527365666, 0.016146639113874265, -0.012173881326456625, 0.0022925352532802245, 0.1962946964459895, -0.0739927417243643, 0.5965843439109133, 0.010908436424143853, -0.027997926478845997, 0.01795745402930903, -0.16136475020411803, 0.20701000667472416, 0.5965843424844441]",80
"[0.00017376588392033828, 0.0024016533527710395, 0.00825727168275895, -0.020411923510602555, -0.1403734236296495, 0.5965843450444079, 0.01614663603145096, -0.012173871353607812, 0.0022925387571241735, 0.19629470024341156, -0.07399274402632301, 0.5965843437362736, 0.010908445878428139, -0.027997926950508817, 0.017957446245075687, -0.16136473881959837, 0.2070100191534949, 0.5965843298655331]",48
"[0.00017378589244348603, 0.0024016669197359213, 0.00825729218874415, -0.020411921855332388, -0.14037342240317055, 0.5965843403516129, 0.016146628393954955, -0.012173869261136663, 0.0022925335731253135, 0.1962946950669585, -0.07399275843180683, 0.5965843350913703, 0.010908438154183228, -0.02799792339400674, 0.01795745171890093, -0.16136474119296815, 0.20701001096128263, 0.5965843441323546]",64
"[0.0001737798789692717, 0.0024016603289523145, 0.008257284444150652, -0.020411932805052598, -0.14037341415717583, 0.5965843471172809, 0.01614664111166286, -0.012173875508146208, 0.0022925345445472234, 0.19629469745222564, -0.07399274875858641, 0.5965843404772855, 0.010908432667467697, -0.02799792749686636, 0.017957442841698087, -0.1613647438733605, 0.20701000639729916, 0.5965843503172151]",64
"[0.0001737682837493581, 0.0024016669050123327, 0.008257277526593406, -0.020411924193631754, -0.14037342305441444, 0.5965843406183312, 0.01614663578829546, -0.012173859020958442, 0.0022925389841379072, 0.1962946874429147, -0.07399275468212534, 0.596584341568173, 0.010908444978208967, -0.02799792073108816, 0.017957440141927097, -0.16136474930714975, 0.2070100068902137, 0.5965843448860293]",32
"[0.00017376787102647219, 0.0024016632764754576, 0.008257275849462118, -0.020411919804951908, -0.14037342754205354, 0.5965843432571636, 0.01614663929851742, -0.012173860759522894, 0.0022925324623630393, 0.19629469560962937, -0.07399275224242652, 0.5965843402558417, 0.010908435324754814, -0.02799791698750566, 0.017957447338585335, -0.16136475359948685, 0.20701002749994424, 0.5965843363200701]",48
"[0.00017376594274488562, 0.00240166307958331, 0.008257279179108195, -0.02041193210734899, -0.14037342689345397, 0.5965843480672615, 0.01614663662137042, -0.012173871562244741, 0.0022925350939793664, 0.19629469886284798, -0.07399275845189003, 0.59658432680809, 0.010908432280259237, -0.027997920451220445, 0.017957445390502254, -0.16136473507418336, 0.2070100210522274, 0.5965843450343307]",48
"[0.00017376428973807386, 0.0024016658072407043, 0.00825727909835763, -0.02041192811137972, -0.14037342401129424, 0.5965843453660686, 0.016146639009017777, -0.012173865668729232, 0.002292526744472798, 0.19629469326042448, -0.0739927551178596, 0.5965843402955432, 0.010908444784176676, -0.0279979219428893, 0.017957452301646935, -0.1613647429207626, 0.2070100191669991, 0.5965843310669523]",128
"[0.0001737751249271854, 0.0024016517932588795, 0.008257283503959552, -0.020411932302216936, -0.14037342648407367, 0.5965843395428869, 0.016146627584838962, -0.012173862855919133, 0.002292544445124997, 0.19629470073749636, -0.07399274512505687, 0.596584346109707, 0.010908434748407034, -0.02799792069562351, 0.01795745298049259, -0.16136474698216444, 0.20701000484817922, 0.5965843440366964]",80
"[0.00017377161121560767, 0.002401653979401407, 0.008257283709587754, -0.0204119303603941, -0.14037341386363933, 0.5965843381694044, 0.01614663713592269, -0.012173869045143287, 0.0022925457718058193, 0.19629469713493067, -0.07399275478807538, 0.5965843335302804, 0.010908436070328544, -0.027997927612722694, 0.01795744631468605, -0.161364733514176, 0.20701001878115358, 0.5965843366965545]",64
"[0.00017376519749930273, 0.00240165995794982, 0.008257280956787676, -0.020411918810851575, -0.1403734210505636, 0.5965843328970639, 0.01614662420101151, -0.012173867354164756, 0.002292542635496294, 0.1962946984349386, -0.07399274707903877, 0.596584341866862, 0.010908425551333338, -0.027997935413385786, 0.01795744824203699, -0.16136474874259568, 0.2070100177489625, 0.5965843500018949]",80
"[0.00017377072402036234, 0.0024016642280770763, 0.008257279427549957, -0.02041192275112659, -0.14037342717241202, 0.5965843501204973, 0.0161466345160105, -0.01217386752094774, 0.0022925383304744514, 0.1962947044951277, -0.07399273647278405, 0.5965843458715674, 0.010908442271615427, -0.02799793444688469, 0.01795744948100555, -0.1613647501664246, 0.20701001782550255, 0.5965843460702118]",80
"[0.00017376119996329145, 0.0024016612174569043, 0.008257285993494757, -0.02041191586098705, -0.14037342515225437, 0.5965843344260542, 0.016146638609531378, -0.01217387684208398, 0.002292535859451193, 0.19629469778103856, -0.07399275237779816, 0.5965843362063283, 0.0109084421090132, -0.02799793677158796, 0.017957450532609557, -0.16136474629403819, 0.2070100070468305, 0.5965843479786305]",112
"[0.00017377326225843543, 0.0024016539271227246, 0.00825728118198072, -0.02041191704145631, -0.14037341454060362, 0.5965843375797896, 0.016146621396232255, -0.012173868904646933, 0.0022925357104379017, 0.19629468994475505, -0.0739927494357309, 0.5965843424199365, 0.010908433134635595, -0.02799792838454746, 0.017957456746484766, -0.16136474500121437, 0.2070100181113258, 0.5965843430893387]",80
"[0.00017376627527657769, 0.002401657555750869, 0.00825729219968948, -0.020411931805949537, -0.14037342579163595, 0.5965843367174231, 0.016146632224328675, -0.012173874231123984, 0.002292539280390923, 0.1962947017893847, -0.0739927577722258, 0.5965843562835561, 0.010908436120163213, -0.027997921808683306, 0.017957447020429104, -0.16136474454512112, 0.20701001390990778, 0.5965843416976369]",40
"[0.0001737789777189056, 0.002401659496347024, 0.008257281948556947, -0.020411923464117136, -0.14037343059548818, 0.5965843349068083, 0.016146640822059303, -0.012173876782429262, 0.0022925334963702533, 0.1962946861162585, -0.07399275191665391, 0.5965843301173874, 0.010908433816535834, -0.027997935556016512, 0.01795744772341413, -0.16136474694574057, 0.20701002427859005, 0.5965843426340103]",72
