A,B
"[-0.54403821651099, -0.96126809638257, -1.58404129073362, -1.62372127446762, -1.465594484487, -1.142118035689, 0.336228388778, 0.21519071939419, -0.17276455382417, 0.5506753595348, 0.66825676234841, -0.07104899633955, -0.13641253468646, -0.16095599277605, 0.06853570642726, -0.32040321169034, -0.48625122036484, 0.21051062341154]",20
"[-0.62009078758035, -0.90484639164987, -1.61110541470315, -1.62832354802675, -1.42553844605045, -0.92464420394613, -0.83424411135097, 0.31787774018071, 0.86303029113809, 1.18112839364688, 1.2952432996842, 0.0008910846532, -0.1270265425047, -0.09827087839474, -0.13597218189865, -0.31733951064412, -0.48616415826869, 0.23694487473779]",12
"[0.436486272341, -0.36935485548584, -0.36080257042634, -1.73413183033506, -1.30277086157395, -0.49152538131081, -0.12754661877216, 0.49822873767702, 0.44474909481697, 1.30241925362354, 1.08724257025136, 0.21063619457489, 0.13176747378071, 0.01117360979409, -0.19231310933952, -0.38454794583931, -0.43317728160655, 0.12421202497118]",40
"[-0.21915817810957, -2.45156512420475, -1.02502914387481, -1.69417824238769, -1.21305946709796, -0.34691289215097, -1.08997027895674, -0.13100544855534, 0.69026552622655, 1.1949625781426, 1.09096707766994, 0.06079319412981, 0.07334910839632, 0.17335712613606, 0.02650354965076, -0.07191707972455, -0.10504912135649, 0.01442590286039]",40
"[-0.08932885980803, -0.84631125936562, 1.03460059636137, -0.9257825521511, 0.00641475996421, -1.1227130975965, -1.24181121494919, -0.53602053082316, 0.40457911050586, 1.06479370357244, 0.85214327028969, -0.01881248149059, -0.02914104486325, -0.00042391713291, 0.04393658534314, -0.0194188404895, -0.07439216546296, 0.0221413601993]",40
"[-1.21294661918846, -2.40602240304118, -1.19030905248387, -1.13861376807592, -1.18771317467762, -0.36715537680536, -1.17038365304505, -0.16096988317017, 0.45520424702954, 1.2282132610417, 1.08500112963717, 0.22199463008095, 0.14098993529395, -0.1637667791734, -0.25353002936843, -0.42154809297805, -0.28339075190312, -0.0045645263027]",34
"[1.00473836137162, 1.94324208683482, 0.67476651195423, 1.37169950357071, 0.90216256483573, 0.27019794252278, 0.75781792524105, -0.26808285427919, -0.74762042074828, -0.9245356206494, -0.99255985013621, -0.0989445133844, 0.09476942345515, 0.16312377452377, 0.21528896439932, 0.2456339692364, 0.43115001192999, -0.18989919011064]",36
"[0.24784042957484, -1.86257391233234, -1.66312566255722, -0.01394272654711, -0.85747429505996, -0.03871353114645, 0.19558975485146, 0.16181705569229, -0.03472342335549, 1.07173412235482, 1.0520253855814, -0.07030088775102, 0.01734869924075, -0.01417178948136, -0.08210897019436, -0.32805357004823, -0.53641457551979, 0.2278644068118]",56
"[0.79858605804504, 2.01046703894374, 0.95221532367044, 1.44671684650472, 0.59564399130745, 0.99813733371993, 0.35905316511938, -0.33729449919944, -0.5152507829393, -0.95986538022528, -1.05478619048289, 0.0106076755397, 0.02931885470136, 0.09577365928315, 0.26389791094282, 0.19326059913747, 0.46728136812864, -0.26709999336076]",28
"[-1.01940132186324, -2.55716901150501, -0.91634982550356, -1.65645605798195, -0.97163184362667, -0.19155301088621, -0.77777188975965, 0.32773633804898, 0.66761858562097, 1.31681882747728, 1.25190692497843, 0.2782521407757, -0.17592076338678, -0.15187226523112, -0.26173315243698, -0.33278188647267, -0.52368277974961, 0.22677466281297]",34
"[-0.17809013324696, 0.19176692445389, -0.75650867835821, -0.23047146420796, -0.53766707466737, 0.18020323636253, 0.19658025840161, 0.24327753185265, -0.04832094508898, 0.28883006594903, 0.43115330907384, -0.05839256946896, -0.30445307038657, -0.36704767194943, 0.35548502227235, 0.02601527165411, -0.09911605801821, -0.07359195852019]",30
"[-0.69289884637303, -2.16785021862139, -1.76903304200791, -0.65372634342847, -1.33443679736844, -0.41034320520749, -0.52161596431154, 0.75653628589995, 1.15155029763973, 0.70300648329666, 0.95466321915008, 0.10955300646755, 0.09604485738957, 0.02306021935541, -0.29753650102346, -0.21016077988424, -0.27502666308363, 0.09342580742021]",26
"[-1.24254470396674, -2.32042155260855, -0.24307008959084, -1.8326730570827, -1.11070637260394, -0.56846911581053, -0.57514113680379, 0.29921128422262, 0.8203366371499, 1.31560303048332, 1.32992693009821, 0.02867741067378, 0.05595676557655, 0.04143741990631, -0.1461125123871, -0.32584030304117, -0.50659933125673, 0.22218166022038]",56
"[-0.46040822039883, -0.36062911459411, 0.24310101494246, -0.73769683093053, 0.52167769811714, 0.52812963637013, -0.82467824895887, 0.23634153235097, 0.88681084345103, 1.25503919515537, 1.2412180837443, 0.08105816423255, -0.13172790494611, -0.14863342911252, -0.06033574164815, -0.3294319261203, -0.48923281912362, 0.22801020689304]",48
"[-0.05225691673982, -0.13603569742214, 0.55915418095888, -0.25321023587658, 0.228219614114, -0.32812926519496, -0.87878532615122, 0.244667221951, 0.89763690280696, 1.21367366572258, 1.236453817686, 0.05934883046287, -0.22321080890909, -0.15331969805747, -0.08666064801987, -0.30154141881346, -0.51523218949451, 0.20665503313345]",40
"[0.17060140030977, -0.36009797534069, -0.18760854484693, -1.82820854483438, -1.21616747006729, -0.88620030777304, -0.78010325160847, 0.16041216815354, 0.74739524579385, 1.31703793502856, 1.29390575567234, 0.06956131466542, 0.04431937104444, 0.06113631696625, -0.04906964593274, -0.31466635541786, -0.51430052899703, 0.22762079354794]",48
"[-0.05763176987456, -0.14429424032309, -0.12876414057823, -0.41643933720286, -0.65997762431724, -0.65037183614371, 0.41943020869218, 0.47362066301906, 0.12582919216868, -0.31539647786683, -0.22847302459911, -0.0105041106965, -0.00912784245104, 0.08375801931885, 0.13627193570394, -0.25059475031998, -0.44749143221311, 0.22202188252539]",40
"[0.49298790327633, -0.37885903251961, -0.02639828159165, -1.75196994239667, -0.27844189410629, -1.2611315136755, -0.9395281048867, -0.01351640483008, 0.65424012567526, 1.32079398487034, 1.24156599419217, 0.10280222639182, -0.08352879457472, -0.28680031613483, -0.2046923894788, -0.36445160567302, -0.36485409675992, 0.09729137489365]",38
"[-1.98012225745286, -1.19743516018847, 0.04458992050218, -1.57668634728184, -0.81556912683384, -0.15509302148283, 0.34894813408398, 0.20488893639732, -0.19815855873597, 0.61175374653545, 0.73204257171225, -0.07334219986396, -0.13420657320554, -0.20419958800321, -0.10276818107597, -0.3270834874641, -0.49091279098698, 0.21629725379612]",38
"[0.45343245478687, 0.08298529448702, -0.07054248483897, -0.96320584274481, -0.64465454919292, -0.77381139701907, 0.0305484229678, 0.71603572481127, 0.93986808482519, 0.16083149330775, 0.19101576653257, -0.01266645183857, 0.19725056910776, 0.18695245972962, -0.09166402100375, -0.05301035318275, 0.07447309098529, -0.06525006859765]",38
"[-1.38160957663536, -0.10423131566247, 0.06586517781089, -1.62057769794471, -0.34864828278772, -0.16325369434776, -0.82816655534086, 0.46471641254555, 1.2177951727104, 0.96142466380159, 1.0230221671505, 0.04586176645266, -0.11289679184059, -0.02634411094168, -0.09448891624504, 0.19604243773776, -0.16861515690315, 0.03133059011507]",26
"[-0.05225931743884, -0.13604079919868, 0.55915156313595, -0.25321054055049, 0.22821940391781, -0.32812742427842, -0.87878575473825, 0.24466762432174, 0.89763711215719, 1.21367382819862, 1.23645432536547, 0.05934895904673, -0.22321031672435, -0.15331921666992, -0.08666119952491, -0.30154174779793, -0.51523257734621, 0.20665507796742]",40
"[0.1706011089597, -0.36009753886772, -0.18760928859946, -1.8282042043295, -1.21616451600384, -0.88619884763165, -0.78010117623169, 0.16040935979199, 0.74739166969001, 1.31703686429261, 1.29390318342783, 0.06956115969363, 0.04431960557596, 0.06113633021207, -0.04906960149337, -0.31466474517138, -0.51429909753201, 0.2276207231502]",48
"[-1.10560637565647, -2.37214125975939, -1.27010332902032, -1.21834592794263, -1.29457001684075, -0.31788070667899, -0.70301022450744, 0.21475707908809, 0.80009474190006, 1.31832199687483, 1.30443463357014, 0.05191232616713, -0.0858829885376, -0.18140381101266, -0.25334256958443, -0.31228876899966, -0.51399234122699, 0.21820970565058]",36
"[-1.47639211513596, -2.27447923586647, -0.94325892735484, -1.32288885085061, -1.26143231694661, -0.40936870504608, -0.96555101821155, -0.02993682173952, 0.54702806729391, 1.29304246949099, 1.17162967834098, 0.18519789818941, 0.09601617395259, -0.21744003424349, -0.28736323823831, -0.43456285275446, -0.33742568700419, 0.01750669042627]",28
"[-1.20952662147467, -2.34107067957458, -1.24992214266994, -0.90720115814214, -1.35122896724546, -0.5109799488988, -0.13015580257934, 0.16337568101074, 0.19588511036531, 1.48567934095354, 1.18413515034513, 0.15437198492153, -0.10443813932697, -0.02084308890151, -0.20474525075587, -0.3502835143037, -0.49881038278031, 0.21118346456279]",16
"[0.06406344012858, -0.32479204073051, -0.4631985122647, -1.41516039462363, -1.86205618154208, -0.574422518147, -0.73418091830836, 0.35349913467902, 0.67063946369118, 0.90614820874908, 1.12223380794527, 0.03182701082114, 0.07364511059666, -0.10209453081841, -0.14551557575849, -0.32952943162892, -0.33398442252113, 0.0517467688131]",30
"[0.54582738155427, -0.30024213129735, -0.02183766836126, -1.66688805171123, -0.26454799023074, -1.2274160127183, -0.78695186057469, 0.13206186099013, 0.73603214379966, 1.32833178723152, 1.28446274703473, 0.08090958211234, -0.04141903702124, -0.21883501846749, -0.19063260248386, -0.39443424217629, -0.38276320710286, 0.09166721787416]",50
"[-1.18279742842891, -2.42631448106351, -0.80410794304972, -1.72247271119553, -1.09195012903696, -0.3395030213833, -0.76443933583638, 0.25847976318029, 0.88071703078479, 1.27712618625378, 1.26082908005332, 0.07976778002889, -0.12318908722407, -0.1985272395554, -0.25862437138886, -0.30413777111766, -0.53314302399689, 0.23444225659743]",38
"[-0.28360988075182, 0.033446265334, -0.16122345643171, -0.39232642315387, -1.35679933016623, -0.30059446872041, 0.15919982777482, 0.51168177414855, 0.37737509025241, 0.04614053051073, 0.05732460949866, 0.00089190801127, -0.00636277040446, 0.08926195024843, 0.17761649823522, -0.16556401533617, -0.41258463630497, 0.18303178296021]",20
"[-0.05696098266624, -2.18423701381082, -0.97908548635618, -1.87217560206134, -1.26768079295426, -0.36383634142504, 0.0185605749079, 0.83136556171816, 0.50240316813325, 1.1540043966671, 1.00282437563138, 0.41318297946677, -0.08207726130198, -0.15668627635789, -0.10938395640319, -0.35454397112317, -0.51713974719788, 0.22964544831216]",40
"[-1.23503594105952, -2.39436449415418, -0.83399834463099, -1.68812186188783, -1.11179840696593, -0.33060400872676, -0.93252720021317, 0.33164660360854, 0.92208542264719, 1.13795017340541, 1.2218722988024, 0.12227093981549, -0.11609567676274, -0.20023536151826, -0.26487326745749, -0.30262688011837, -0.53103767578621, 0.23390325770355]",36
"[-0.09421680966364, -1.46243307339468, -0.84783124562034, -0.84530301883828, -2.0394023171638, -0.77711340273751, -0.73424899176034, 0.44575033496112, 1.14070740418518, 1.04814605765119, 1.1091825180681, 0.00239285152598, -0.11084594686016, -0.13245251055984, 0.04946493479083, -0.34896009807609, -0.50244913980493, 0.22828822627279]",26
"[-0.46041070813458, -0.36063334200186, 0.24309698036958, -0.73769675757678, 0.52166462811382, 0.52812667519187, -0.82467558819512, 0.23633634073547, 0.8868086122511, 1.25504354950022, 1.2412228794646, 0.08105813259642, -0.13172980553969, -0.14862969132525, -0.06033400806198, -0.32943572687341, -0.48923238397432, 0.22800984020721]",48
"[0.53677919938695, -0.32950792410944, -0.02133092576531, -1.6956498863312, -0.26410982378757, -1.24115686315311, -0.91660404200112, 0.22824805633464, 0.87586466852591, 1.20124958994919, 1.2221087201559, 0.07735657613847, -0.11952349167717, -0.05227810185927, 0.0791483252667, -0.31307400256685, -0.47144558996821, 0.23140046915501]",44
"[-1.10561239953933, -2.37214451915077, -1.27009980685476, -1.2183523530031, -1.29457104638613, -0.31788581026966, -0.70301036599698, 0.21475635373835, 0.80009509294289, 1.31832603680416, 1.30443855092075, 0.05191187924446, -0.08588304166994, -0.18140466578279, -0.25334386776619, -0.31228908673031, -0.51399248440288, 0.21820951478017]",36
"[-0.6200858361842, -0.9048391287158, -1.61110578805585, -1.62831614068661, -1.4255407237992, -0.92464406715637, -0.83424406709077, 0.31787492824187, 0.86302859816864, 1.1811267326227, 1.29523801460783, 0.00089300433181, -0.12702615619872, -0.09826836990194, -0.13597205865129, -0.31733657399615, -0.48616407565723, 0.23694375521899]",12
"[-1.18279742842891, -2.42631448106351, -0.80410794304972, -1.72247271119553, -1.09195012903696, -0.3395030213833, -0.76443933583638, 0.25847976318029, 0.88071703078479, 1.27712618625378, 1.26082908005332, 0.07976778002889, -0.12318908722407, -0.1985272395554, -0.25862437138886, -0.30413777111766, -0.53314302399689, 0.23444225659743]",38
"[-1.64101396652924, -2.43107269689528, -0.90151919804608, -0.58170105379865, -0.42613701615018, -0.04992540113529, -1.22717904683607, -0.45710597231874, 0.51007741165694, 1.07185490075644, 0.8501266784113, -0.04060700762427, -0.12839198877776, -0.05759737450106, 0.17473660093694, -0.31274449730769, -0.46880110845684, 0.22335741830612]",24
"[0.24783240066121, -1.86258572479879, -1.6631268930458, -0.01394767510658, -0.85746803201945, -0.03871324579619, 0.19558155885058, 0.16181852867208, -0.03471593201343, 1.0717386119115, 1.05202921829651, -0.07030093187955, 0.01735014476562, -0.01416824686515, -0.08210713430529, -0.32805508085701, -0.53641638488571, 0.22786512341581]",56
"[0.71662085632192, -0.70882416513942, 0.01929678395804, -1.69556324309302, -0.27506882020253, -1.28688415743638, -0.33751413867502, 0.18092127078653, 0.54748310132916, 1.34668621014299, 1.41253198072433, -0.02077698744686, -0.16601568751008, -0.2855442616616, -0.05317418689754, -0.48755057718003, -0.2211260256549, -0.10295066893856]",34
"[0.49298636405793, -0.37886186954225, -0.02639867068618, -1.75197252168947, -0.27844255631348, -1.26113292867181, -0.93952940466504, -0.01351585003035, 0.65424137384888, 1.3207925624292, 1.24156577918052, 0.10280213982714, -0.08352815729236, -0.2868013018459, -0.20469285583091, -0.36445206202608, -0.36485404231544, 0.09729795756867]",38
"[-1.06041154445877, -0.77767023957365, 0.70377659637439, -1.73589772133377, -1.13444139113125, -0.56884747713912, 0.32661088560588, 0.19660784674755, -0.17551275265251, 0.7068856209998, 0.81312277115598, -0.07605448767676, -0.12743066886873, -0.20709300936255, -0.13247535683913, -0.32943873969266, -0.49593949933946, 0.2175468966533]",40
"[0.19451879893502, -1.86140253142764, -1.61669671209526, -0.07587040879694, -0.94373426929055, -0.06293352151363, 0.21956663205397, 0.38067942167527, 0.15867694021997, 0.04390686233154, 0.0719099477178, -0.04307959668355, 0.02595885494877, 0.00131308613386, -0.06999549754853, -0.34185243896163, -0.52581984660718, 0.22325570919417]",54
"[-0.26235207742134, -0.38200409775254, -1.14519312135437, -0.61322903278067, -0.06259373770597, -0.39054801753661, 0.15852260927446, -0.04300034691477, -0.20479060089653, -0.40057897302635, -0.4519830457335, -0.08120788573993, 0.0880906973235, 0.22517365902063, 0.05457914749775, -0.26355064877642, -0.38780344563178, 0.20129668283189]",18
"[0.57028099316803, -0.22188174846774, -0.03008144435105, -1.55907583055349, -0.24256177095258, -1.18768172605815, -0.86906635800637, 0.29402992237862, 0.89984445272974, 1.17472397582537, 1.25728541307693, 0.02102309395409, -0.04428657213274, 0.0013358729655, -0.07677122411027, -0.33650293962888, -0.53451421727183, 0.22694910114519]",34
"[-1.06040921814111, -0.77768024052133, 0.70376492980241, -1.73589412078189, -1.13443900472314, -0.56884551884612, 0.32660810058314, 0.19660749302981, -0.17551283758175, 0.70688316923565, 0.81311884516607, -0.07604766482474, -0.12742972317511, -0.20709108658389, -0.13247911752026, -0.3294362651633, -0.49593887988968, 0.21754749241732]",40
"[-2.04261802330912, -0.80521392656595, -0.19396212693833, -1.44464328475763, -0.19854137535324, -0.10329339116644, 0.14817198468133, 0.35786042889023, 0.06471438924975, 0.01975249652909, 0.15221794482622, -0.0293250129582, 0.10199776761575, 0.14303129130803, -0.04622375181843, -0.34125954418168, -0.51764693410146, 0.22287556570134]",24
"[-0.9905637111815, -2.34745681644172, -1.36214238022459, -1.19306510505465, -1.30657591031086, -0.25019957718624, -0.84843189581495, 0.25985482381661, 0.86665432990354, 1.22117169614214, 1.27260371638544, 0.03421105536189, -0.10083128571288, -0.19377885177471, -0.19900451068732, -0.33508548701887, -0.49954227853353, 0.19682479933497]",32
"[-0.86003982214706, -2.28826392973613, -1.26278311823659, -1.48405928171227, -1.29247860170348, -0.18974932745997, -0.77276745709518, 0.26352611659353, 0.78627255416041, 1.29245384516178, 1.26883120274906, 0.12945476384747, 0.14633967799431, 0.19023841448245, -0.07377479136515, -0.32786544855765, -0.48092567849727, 0.2166154271676]",38
"[-1.08622184266674, -2.49892057162959, -1.25844244552805, -1.20350020114901, -1.03366106234399, -0.15729042021453, -0.74949451546273, -0.722542875778, 0.14048692319547, 1.02255032415167, 0.73035055264128, -0.17354088216906, 0.12434757068248, 0.12429091617687, -0.08816879825333, -0.34741428269301, -0.52166193670511, 0.22146873163833]",40
"[0.59751298201778, -0.71339320922222, 0.05279929781319, -1.90020987259498, -0.54673785029197, -1.23242987178261, -0.51949651310716, 0.05223331187223, 0.35501395991384, 1.43282575288751, 1.21487815371214, 0.17526226836715, 0.07139247534267, 0.09305430238003, -0.1113332539419, -0.31997917983503, -0.49373291299904, 0.22181861100718]",50
"[-0.05795145898676, -0.1440122957471, -0.12866294596063, -0.41620036899136, -0.66045996168556, -0.6501004019795, 0.41865074670023, 0.47387705238801, 0.12653619993259, -0.31567077334833, -0.22850443619561, -0.01060063495235, -0.00908357798311, 0.08385118000855, 0.13631270097296, -0.25058819915817, -0.44747052166666, 0.22202879834129]",40
"[-0.42576190762592, -0.09670074310049, 0.01978960040182, -0.84219052345241, -0.41323358140193, -0.33918754311457, -0.3713103794555, -0.194352885094, -0.3005676095621, -0.27867550565093, -0.4119758976844, 0.01106777214135, -0.06401273599997, 0.13220755264379, 0.26334652434552, -0.27895829348586, -0.44715091513829, 0.23643395396852]",20
"[-0.94014786149616, -2.49941457208966, -1.31858341687971, -1.34886088220776, -1.09249023129868, -0.11225848503607, -0.9501009590697, 0.05567223351015, 0.7534812889498, 1.21647607008969, 1.16214140753566, 0.08655361583492, 0.12034742470852, -0.13743279928168, -0.37348027655212, -0.29957622807522, -0.34025571280731, 0.02153597282742]",42
"[0.44664680547903, -0.44349859204303, 0.00473663188533, -1.8777127856821, -0.3660318129775, -1.28196622296747, -0.11573262610441, 0.1904453781844, 0.22429881311491, 1.43366725724794, 1.16976124337233, 0.10708846805465, 0.01161275274457, -0.00324530641952, -0.07892248151066, -0.31747414525709, -0.52170912833848, 0.22742730444393]",44
"[-1.61088693116194, -2.62434306947488, -0.31170167740113, -1.19561212245405, -0.54518163147446, -0.15222937455512, -0.83604580327334, 0.30539438020228, 0.85945207497161, 1.19365346529057, 1.29181260965884, 0.01177264036526, -0.13515063855492, -0.11310500901768, -0.21506369464321, -0.25793343421608, -0.44401399762562, 0.11896798114425]",30
"[0.43648395029518, -0.36933212659069, -0.3607955282095, -1.73412766231505, -1.30277455545552, -0.49152413805652, -0.12754315074713, 0.4982358001641, 0.44475097706599, 1.30241665425787, 1.08723552192626, 0.2106570407298, 0.13176697852287, 0.01117819216273, -0.19231563117051, -0.38454377273756, -0.43317372927461, 0.12421426733164]",40
"[-0.2909846349662, 0.31688638380029, 0.20714534342516, -0.53280651211989, -0.26776306861553, -0.0963808290635, -0.92120728535767, -0.61227675638594, 0.25516953116728, 1.0436062861992, 0.81372272866869, -0.083549546952, -0.12084344301821, -0.08842559107972, -0.16776786783418, -0.22183732835799, -0.37948222504061, 0.04766765886653]",30
"[0.49955027234059, -0.2536066207691, -0.00696843871953, -1.71018564650758, -0.27356290184967, -1.23877319637445, -0.42403989924719, -0.0439048024887, 0.30895556625373, 1.37051446486858, 1.26189280120909, 0.07530040821067, -0.07098467968035, -0.04806702206026, 0.05463972531087, -0.33009728475369, -0.50112375432226, 0.22833372377888]",58
"[-1.24791110819884, -1.53389876893493, -0.17249145524146, -2.03012422680005, -1.37139168968478, -0.81211777290073, -0.7901305643072, 0.32026585957015, 0.8563437206118, 1.18946806906931, 1.31281040784176, -0.0254523188108, -0.28858911569006, -0.24094280936002, 0.08992939566257, -0.22667769538409, -0.41131086756143, 0.13434428476439]",44
"[-0.64261992383355, -2.83959308936296, -1.31479820207896, -0.91971911118346, -0.94417412216815, -0.16561046227528, -0.79756058501123, -0.02665788659897, 0.47973483096214, 1.25234300119746, 1.11680674773471, 0.17015323231528, -0.12497790138629, -0.05254502219976, 0.00266921392784, -0.31415434825714, -0.46880131130684, 0.24081651849199]",50
"[0.45126221169436, -0.34379678394275, -0.00622179179667, -1.82366939599933, -0.31546602489527, -1.27205132717685, -0.18045747555221, 0.16410492429037, 0.24567950379963, 1.41572519140982, 1.17124310663745, 0.12986732548513, 0.04426371600947, 0.0419960825799, -0.08657227960219, -0.32374741263842, -0.51838838767159, 0.22607093548374]",44
"[-0.2836081109032, 0.03344227149678, -0.16122721474562, -0.39232471953944, -1.35680824506396, -0.30059256809237, 0.15919885753429, 0.5116852331654, 0.3773761262781, 0.046148358829, 0.05733164795677, 0.00089289984744, -0.00636582298788, 0.08925977236684, 0.17761653795458, -0.16556464771757, -0.41258715543031, 0.1830315612047]",20
"[0.45126989720106, -0.34378887321171, -0.00621960082343, -1.82367593005114, -0.31546534906024, -1.27205568126179, -0.18045909086496, 0.16410258761826, 0.24567464670454, 1.41573608525186, 1.17123955153905, 0.12987248348414, 0.04426163043801, 0.04199743625506, -0.08657017621737, -0.32375006452432, -0.51838961142741, 0.22607113473854]",44
"[-0.29098467115719, 0.31689699152007, 0.20714766260869, -0.53280521136678, -0.26776147093671, -0.09638473928049, -0.92121016864066, -0.61227791414333, 0.25516876199798, 1.04360702830073, 0.81372202053761, -0.08355227560075, -0.12084196815034, -0.08842569597587, -0.16776665681917, -0.22183772287445, -0.37948237855659, 0.04766755545]",30
"[-1.0970831632919, -2.46165157939099, -1.16535568867239, -1.41607637217361, -1.08878566623254, -0.1664313915752, -1.20724287771675, -0.28694681868281, 0.52011132512964, 1.15434291962237, 1.02640042686265, 0.09222847847079, 0.04288915726234, -0.04485521275921, -0.17553740857407, -0.21744020354368, -0.26926650062362, 0.0515851847638]",56
"[-1.09707198941591, -2.46165002031002, -1.16536194538836, -1.41606767443373, -1.08878360359034, -0.16642661877649, -1.20724000220732, -0.28694015054098, 0.52011322504805, 1.15434069003912, 1.02639881501008, 0.09222856217899, 0.04289442196139, -0.04485338157597, -0.17554779949994, -0.21743488191097, -0.26926371111883, 0.0515897569778]",56
"[-0.23036405217592, -1.21798417738525, -0.90706770875429, -1.75946941924907, -1.77978179217286, -0.42667040263613, 0.26589580729963, 0.45523722052861, 0.19510250622644, 0.10135857063813, 0.089564105574, 0.01745032219154, -0.01587456292355, 0.0217790561236, 0.046288878403, -0.3605992660017, -0.45464065174208, 0.24050248183496]",28
"[0.52953748307669, -0.25506364582768, -0.00197514474701, -1.70264561314108, -0.26782069518827, -1.23874247437855, -0.19918646072867, 0.1623403853457, 0.25624048556151, 1.40139459321523, 1.16377874798245, 0.13515767736383, 0.01195473417003, -0.00121466556649, -0.1090601484948, -0.30688671351733, -0.51008719345179, 0.22810229758075]",50
"[0.54579688162281, -0.30029347764118, -0.02186470796055, -1.66689286748272, -0.26455677958247, -1.22741741210338, -0.78695226414229, 0.13206189669965, 0.73603334872214, 1.32834220804542, 1.28445906815692, 0.08091324942559, -0.04142359269243, -0.21883844338858, -0.19062522429241, -0.39443667590822, -0.38275662734326, 0.09166766330158]",50
"[-0.99113376457045, -2.50845228371898, -1.16005666829623, -1.48183379044871, -1.03666989344215, -0.14218493344421, -0.48239177696532, 0.6565643900406, 1.40101086408856, 0.81611663911731, 0.85272759283899, -0.04490442349828, 0.03843931348606, 0.0121225553149, -0.12267713786367, -0.12503380185594, -0.18105894369605, 0.03287849767155]",56
"[0.43649037212736, -0.36935599963266, -0.3608025240509, -1.73412288023699, -1.30276397455281, -0.49152441919794, -0.12754754669789, 0.49823342471378, 0.44473229574147, 1.30242288692549, 1.08720908799374, 0.2106813120847, 0.13176454652361, 0.01117686117413, -0.19231557424464, -0.38454035069529, -0.43317362798844, 0.12421177371552]",40
"[-1.38161032191246, -0.10425567152044, 0.06586135814812, -1.62056692473664, -0.34865075908741, -0.16327031799589, -0.82816625184172, 0.46472163404399, 1.21778933011453, 0.96142418805743, 1.02301504038306, 0.04586357441948, -0.11288970166838, -0.02633924391949, -0.09448854085998, 0.19603877030468, -0.16862634459544, 0.0313152473213]",26
"[-0.33150099924279, -1.41889848469508, -1.28883101927628, -1.29221328340324, -1.84252642112959, -0.33104544877238, -0.02939795255371, 0.82243978371524, 1.10306570370208, 0.31596033146168, 0.41406038826082, 0.00311899974483, -0.06557844255246, 0.01300477115599, 0.07352224252349, -0.32540574118517, -0.42291584991859, 0.25607258644409]",48
"[-0.54404014356712, -0.96126746842105, -1.58403202396433, -1.62372215660974, -1.46558367268403, -1.14211324747654, 0.33623971913332, 0.21518550623724, -0.17276565992772, 0.55067789970454, 0.66825446310625, -0.0710623616769, -0.13641205290323, -0.16095264172535, 0.06853208664993, -0.32040145095523, -0.48625424388132, 0.21051514065312]",20
"[-0.28360856092501, 0.0334518389025, -0.16122324989048, -0.39232537742049, -1.3568097346559, -0.30058621409919, 0.15920272591864, 0.51168411460234, 0.37737314729651, 0.04614082567393, 0.05732403035734, 0.00089375889168, -0.0063645195232, 0.08926169881926, 0.17761755079365, -0.16556624675426, -0.41258608525027, 0.18303223187579]",20
"[-0.26235657683534, -0.3820245250576, -1.14519043676625, -0.61323506697878, -0.06259421717835, -0.39055332420215, 0.15851292052134, -0.04299717721749, -0.20478515309635, -0.40056011972392, -0.45196957014255, -0.08120418281066, 0.08808758796004, 0.22516455488769, 0.05457135638095, -0.26355134806755, -0.3878040721162, 0.20129514868101]",18
"[0.52954975472567, -0.25503982351885, -0.0019585652125, -1.70264100519662, -0.26781574444286, -1.23874009024467, -0.19917488804255, 0.16233986296959, 0.25622826576434, 1.40140101547836, 1.16376352487327, 0.13516871702228, 0.01195422430895, -0.00121130469486, -0.10905676084903, -0.30688382479729, -0.51008556231929, 0.22810201991753]",50
"[-1.69583623702489, -2.17880250214126, -0.74953814567109, -1.40568283322386, -1.1657229080038, -0.29072796180759, -0.7353474341129, 0.2069374754976, 0.92148360887317, 1.15220795199203, 1.20468196331832, -0.10856058525801, 0.14450935727054, 0.10240837988412, -0.11804937852556, -0.36049149691509, -0.51913426625128, 0.21361364845173]",30
"[-1.37913381513983, -2.79494228286729, -0.64990978004701, -0.18198523816665, 0.02453167453909, 0.02881536875221, -0.49600986470396, -0.39536019605817, 0.08541631910553, 0.85088016758038, 0.66419083334253, 0.00804416261348, 0.07128854530473, 0.11557271620916, 0.00052921876706, -0.26732450925464, -0.24247436119587, 0.37088483422408]",38
"[-0.23022694515754, -0.37131586710147, -1.56593052854236, -0.42685597205184, -1.2119821426358, -0.01130732932398, 0.06901268289886, 0.27865118051886, 0.06377756715105, 0.03278977340481, 0.1876195985819, -0.04233899441336, -0.13759807790468, -0.17866761327749, 0.293817439673, 0.04339056490608, -0.07732643706513, -0.05225265449897]",24
"[0.53678241015361, -0.32949676293953, -0.0213273216612, -1.6956425579177, -0.26410652837644, -1.24115067657727, -0.9165984547195, 0.22823941844226, 0.87585916892543, 1.20124842077437, 1.22209942165363, 0.07736337560477, -0.11952422824644, -0.05228209127438, 0.07913379327799, -0.31307126769851, -0.4714404230088, 0.23139909269684]",44
"[0.45341604791425, 0.08294970387931, -0.07055493944411, -0.96321067093447, -0.6446516873225, -0.77381273619776, 0.03051112247532, 0.71601549087373, 0.93988538611523, 0.16084733284517, 0.19101098707038, -0.01267370572269, 0.19728918957643, 0.1869701018756, -0.09170277966898, -0.05302361670141, 0.07449107159651, -0.06527192578543]",38
